name,calories,total_fat,saturated_fat,polyunsaturated_fatty_acids,protein,carbohydrate,sugars,lactose,fiber,calcium,vitamin_d,vitamin_e,vitamin_k,vitamin_c,vitamin_a,vitamin_b12,vitamin_b6
"Pasta with tomato sauce, canned",70.0,0.4,0.1,0.171,2.22,14.22,4.0,0.0,0.9,13.0,0.0,0.62,1.2,0.0,696.0,0.01,0.058
"Pasta, ANCIENT HARVEST",152.0,2.1,0.2,0.947,3.23,31.11,0.3,0.0,3.3,7.0,0.0,0.23,0.0,0.0,11.0,0.0,0.05
"Pasta, DE BOLES",200.0,1.7,0.0,0.0,4.21,40.75,0.0,0.0,1.9,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pasta, TINKYADA",138.0,1.7,0.2,0.446,3.46,32.2,0.0,0.0,1.7,5.0,0.0,0.0,0.3,0.0,0.0,0.0,0.075
"Pasta, as purchased",288.5,2.2,0.4,0.7045,11.285,55.224999999999994,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,144.0,0.31,0.20400000000000001
"Pasta, cooked",142.66666666666666,1.2333333333333334,0.17777777777777778,0.38666666666666666,4.796666666666667,28.560000000000002,0.25,0.0,2.1333333333333333,8.777777777777779,0.0,0.03666666666666667,0.08888888888888889,0.0,34.77777777777778,0.042222222222222223,0.06244444444444445
"Pasta, dry",358.0,2.575,0.35,0.9585,12.01,74.7575,1.8850000000000002,0.0,10.4,21.25,0.0,0.1575,0.8,0.0,42.5,0.0,0.25225
"Pasta, enriched",371.0,1.5,0.3,0.564,13.04,74.67,2.67,0.0,3.2,21.0,0.0,0.11,0.1,0.0,0.0,0.0,0.142
"Pasta, unenriched",371.0,1.5,0.3,0.564,13.04,74.67,2.67,0.0,3.2,21.0,0.0,0.11,0.1,0.0,0.0,0.0,0.142
"Pasta, with added salt",157.0,0.9,0.2,0.3225,5.8,30.59,0.56,0.0,1.8,7.0,0.0,0.06,0.0,0.0,0.0,0.0,0.049
"Pasta, without added salt",158.0,0.9,0.2,0.326,5.8,30.86,0.56,0.0,1.8,7.0,0.0,0.06,0.0,0.0,0.0,0.0,0.049
"Pastrami, 98% fat-free",95.0,1.2,0.0,0.04,19.6,1.54,0.0,0.0,0.0,9.0,0.0,0.0,0.0,34.6,0.0,1.76,0.18
"Pastrami, turkey",139.0,6.2,1.4,1.42,16.3,3.34,3.34,0.0,0.1,11.0,10.0,0.22,0.0,8.1,12.0,0.24,0.27
"Pastry, Pastelitos de Guava (guava pastries)",379.0,19.0,5.5,2.835,5.48,47.76,17.0,0.0,2.2,14.0,0.0,0.95,12.5,0.0,0.0,0.0,0.053
"Pate de foie gras, smoked",462.0,44.0,14.0,0.84,11.4,4.67,0.0,0.0,0.0,70.0,0.0,0.0,0.0,2.0,3333.0,9.4,0.06
"Pate, canned",327.3333333333333,28.333333333333332,9.200000000000001,2.1533333333333333,13.016666666666666,4.239999999999999,0.0,0.0,0.0,50.0,0.0,0.32666666666666666,0.0,4.0,2452.3333333333335,6.890000000000001,0.12666666666666668
"Pate, truffle flavor",327.0,29.0,10.0,3.42,11.2,6.3,0.0,0.0,0.0,70.0,0.0,0.0,0.0,2.0,15000.0,3.2,0.06
"Peach nectar, with added ascorbic acid",54.0,0.0,0.0,0.011,0.27,13.92,12.35,0.0,0.6,5.0,0.0,0.0,0.0,17.6,258.0,0.0,0.007
"Peach nectar, without added ascorbic acid",54.0,0.0,0.0,0.011,0.27,13.92,13.32,0.0,0.6,5.0,0.0,0.29,1.0,5.3,258.0,0.0,0.007
"Peaches, drained",72.0,0.2,0.0,0.066,0.52,18.43,14.66,0.0,1.2,3.0,0.0,1.19,2.4,0.7,626.0,0.0,0.013
"Peaches, raw",39.0,0.3,0.0,0.086,0.91,9.54,8.39,0.0,1.5,6.0,0.0,0.73,2.6,6.6,326.0,0.0,0.025
"Peaches, solids and liquids",58.42857142857143,0.05714285714285715,0.0,0.030857142857142857,0.4642857142857143,15.629999999999999,9.392857142857142,0.0,1.2142857142857142,4.0,0.0,0.35000000000000003,1.2142857142857142,3.0285714285714285,331.0,0.0,0.019
"Peaches, stewed",133.0,0.4,0.0,0.204,2.01,34.14,0.0,0.0,0.0,16.0,0.0,0.0,0.0,6.8,396.0,0.0,0.054
"Peaches, sweetened",94.0,0.1,0.0,0.064,0.63,23.98,22.18,0.0,1.8,3.0,0.0,0.62,2.2,94.2,284.0,0.0,0.018
"Peaches, uncooked",282.0,0.9,0.1,0.4325,4.25,72.255,20.87,0.0,4.1,33.0,0.0,0.095,7.85,7.699999999999999,1790.0,0.0,0.113
"Peaches, with added sugar",103.0,0.2,0.0,0.108,1.06,26.6,0.0,0.0,2.4,8.0,0.0,0.0,0.0,3.4,180.0,0.0,0.035
"Peaches, without added sugar",77.0,0.3,0.0,0.118,1.16,19.69,16.99,0.0,2.7,9.0,0.0,0.06,5.0,3.7,197.0,0.0,0.038
"Peanut butter with omega-3, creamy",608.0,54.0,9.7,6.95,24.47,17.0,3.11,0.0,6.1,45.0,0.0,10.34,0.0,0.0,0.0,0.0,0.292
"Peanut butter, reduced fat",520.0,34.0,5.8,9.182,25.9,35.65,9.28,0.0,5.2,35.0,0.0,9.04,0.6,0.0,0.0,0.0,0.31
"Peanut butter, reduced sodium",590.0,50.0,7.7,14.363,24.0,21.83,9.29,0.0,6.6,41.0,0.0,9.05,0.6,0.0,0.0,0.0,0.45
"Peanut butter, vitamin and mineral fortified",592.0,51.0,9.0,14.247499999999999,25.89,18.22,10.705,0.0,5.65,44.0,0.0,43.2,0.55,0.0,3907.0,0.0,2.375
"Peanut butter, with salt",593.5,50.5,8.8,13.2335,23.134999999999998,21.939999999999998,9.45,0.0,6.5,47.0,0.0,7.699999999999999,0.4,0.0,0.0,0.0,0.4295
"Peanut butter, without salt",593.5,50.5,8.8,13.2335,23.134999999999998,21.939999999999998,9.45,0.0,6.5,47.0,0.0,7.699999999999999,0.4,0.0,0.0,0.0,0.4295
"Peanut flour, defatted",327.0,0.6,0.1,0.143,52.2,34.7,8.22,0.0,15.8,140.0,0.0,0.05,0.0,0.0,0.0,0.0,0.504
"Peanut flour, low fat",428.0,22.0,3.0,6.921,33.8,31.27,0.0,0.0,15.8,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304
"Peanut spread, reduced sugar",650.0,55.0,10.0,16.266,24.8,14.23,6.35,0.0,7.8,72.0,0.0,8.06,0.6,0.0,0.0,0.0,0.471
"Peanuts, raw",567.5,49.0,6.775,16.04325,25.5575,17.3525,2.1675,0.0,8.8,87.25,0.0,3.7225,0.0,0.0,0.0,0.0,0.3455
"Peanuts, with salt",541.6666666666666,45.666666666666664,6.883333333333333,13.580166666666665,24.46666666666667,18.565,1.925,0.0,8.883333333333335,69.0,0.0,2.6616666666666666,0.0,0.13333333333333333,0.0,0.0,0.30533333333333335
"Peanuts, without salt",586.4,50.4,7.640000000000001,14.9028,26.660000000000004,18.026,1.816,0.0,8.9,71.8,0.0,2.368,0.0,0.16,0.0,0.0,0.336
"Pear nectar, with added ascorbic acid",60.0,0.0,0.0,0.003,0.11,15.76,15.16,0.0,0.6,5.0,0.0,0.0,0.0,27.0,1.0,0.0,0.014
"Pear nectar, without added ascorbic acid",60.0,0.0,0.0,0.003,0.11,15.76,15.16,0.0,0.6,5.0,0.0,0.05,1.8,1.1,1.0,0.0,0.014
"Pears, bartlett",63.0,0.2,0.0,0.0,0.39,15.01,9.69,0.0,3.1,9.0,0.0,0.12,3.8,4.4,28.0,0.0,0.026
"Pears, bosc",67.0,0.1,0.0,0.0,0.36,16.1,10.23,0.0,3.1,10.0,0.0,0.12,5.2,2.8,19.0,0.0,0.021
"Pears, drained",74.0,0.2,0.0,0.041,0.24,19.08,16.42,0.0,2.7,6.0,0.0,0.12,0.3,1.1,8.0,0.0,0.014
"Pears, green anjou",66.0,0.1,0.0,0.0,0.44,15.79,9.73,0.0,3.1,11.0,0.0,0.12,4.3,4.4,25.0,0.0,0.026
"Pears, raw",49.5,0.15000000000000002,0.0,0.0745,0.43,12.940000000000001,8.4,0.0,3.35,6.5,0.0,0.12,4.45,4.05,12.5,0.0,0.025500000000000002
"Pears, red anjou",62.0,0.1,0.0,0.0,0.33,14.94,9.54,0.0,3.0,11.0,0.0,0.12,4.9,5.2,24.0,0.0,0.039
"Pears, solids and liquids",59.0,0.06666666666666667,0.0,0.018666666666666665,0.23500000000000001,15.423333333333332,7.183333333333333,0.0,1.6000000000000003,5.833333333333333,0.0,0.05333333333333334,0.19999999999999998,1.25,1.0,0.0,0.014
"Pears, uncooked",262.0,0.6,0.0,0.148,1.87,69.7,62.2,0.0,7.5,34.0,0.0,0.06,20.4,7.0,3.0,0.0,0.072
"Pears, with added sugar",140.0,0.3,0.0,0.068,0.86,37.14,0.0,0.0,5.8,15.0,0.0,0.0,0.0,3.8,40.0,0.0,0.033
"Pears, without added sugar",127.0,0.3,0.0,0.072,0.91,33.81,27.41,0.0,6.4,16.0,0.0,0.03,9.9,4.0,42.0,0.0,0.035
"Peas and carrots, solids and liquids",38.0,0.3,0.0,0.129,2.17,8.48,1.415,0.0,2.65,23.0,0.0,0.19,6.55,6.6,6312.0,0.0,0.088
"Peas and carrots, unprepared",53.0,0.5,0.1,0.221,3.4,11.15,0.0,0.0,3.4,27.0,0.0,0.0,0.0,11.2,9497.0,0.0,0.101
"Peas and carrots, with salt",48.0,0.4,0.1,0.201,3.09,10.12,4.36,0.0,3.1,23.0,0.0,0.52,18.8,8.1,9514.0,0.0,0.087
"Peas and carrots, without salt",48.0,0.4,0.1,0.201,3.09,10.12,4.36,0.0,3.1,23.0,0.0,0.52,18.8,8.1,9514.0,0.0,0.087
"Peas and onions, solids and liquids",51.0,0.4,0.1,0.176,3.28,8.57,0.0,0.0,2.3,17.0,0.0,0.0,0.0,3.0,161.0,0.0,0.192
"Peas and onions, unprepared",70.0,0.3,0.1,0.148,3.98,13.51,0.0,0.0,3.5,23.0,0.0,0.0,0.0,14.0,544.0,0.0,0.144
"Peas and onions, with salt",45.0,0.2,0.0,0.094,2.54,8.63,3.77,0.0,2.2,14.0,0.0,0.02,12.1,6.9,1051.0,0.0,0.087
"Peas and onions, without salt",45.0,0.2,0.0,0.094,2.54,8.63,3.77,0.0,2.2,14.0,0.0,0.02,12.1,6.9,1051.0,0.0,0.087
"Peas, drained solids",69.0,0.4,0.1,0.163,4.42,12.58,4.16,0.0,4.1,20.0,0.0,0.03,21.4,9.6,533.0,0.0,0.064
"Peas, raw",149.75,0.625,0.1,0.27425,10.21,28.2125,4.4175,0.0,8.45,35.25,0.0,0.1525,16.075,28.05,541.75,0.0,0.192
"Peas, rinsed in tap water",71.0,1.0,0.2,0.449,4.33,11.82,0.0,0.0,0.0,24.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0
"Peas, solids and liquids",53.666666666666664,0.3666666666666667,0.06666666666666667,0.165,3.0966666666666662,9.866666666666667,2.1333333333333333,0.0,2.8666666666666667,17.666666666666668,0.0,0.013333333333333334,12.4,9.700000000000001,1135.3333333333333,0.0,0.076
"Peas, unprepared",62.333333333333336,0.5,0.10000000000000002,0.22766666666666668,4.163333333333333,10.726666666666667,2.6633333333333336,0.0,4.166666666666667,31.666666666666668,0.0,0.13333333333333333,21.566666666666663,14.733333333333334,1021.0,0.0,0.09766666666666668
"Peas, with salt",77.66666666666667,0.3333333333333333,0.05000000000000001,0.1505,5.445,13.728333333333333,3.6733333333333333,0.0,4.033333333333333,32.0,0.0,0.17666666666666667,18.349999999999998,16.833333333333332,892.6666666666666,0.0,0.13716666666666666
"Peas, without salt",78.66666666666667,0.3333333333333333,0.05000000000000001,0.1505,5.445,14.023333333333333,3.6733333333333333,0.0,4.033333333333334,32.0,0.0,0.17666666666666667,18.349999999999998,16.833333333333332,892.6666666666666,0.0,0.13716666666666666
"Pectin, dry mix",325.0,0.3,0.1,0.09,0.3,90.4,0.0,0.0,8.6,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.01
"Pectin, liquid",11.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pepeao, dried",298.0,0.4,0.0,0.0,4.82,81.03,0.0,0.0,0.0,113.0,0.0,0.0,0.0,1.4,0.0,0.0,0.95
"Pepper, raw",27.0,0.5,0.0,0.243,1.66,5.35,1.95,0.0,3.4,14.0,0.0,0.69,9.5,82.7,340.0,0.0,0.357
"Peppered loaf, beef",149.0,6.4,2.3,0.5,17.3,4.53,4.61,0.0,0.0,54.0,32.0,0.22,1.6,0.0,0.0,1.96,0.27
"Peppermint, fresh",70.0,0.9,0.2,0.508,3.75,14.89,0.0,0.0,8.0,243.0,0.0,0.0,0.0,31.8,4248.0,0.0,0.129
"Pepperoni, sliced",504.0,46.0,18.0,4.458,19.25,1.18,0.0,0.0,0.0,19.0,52.0,1.03,5.8,0.0,0.0,1.3,0.362
"Peppers, canned",21.5,0.35,0.05,0.148,0.76,4.58,0.8,0.0,2.15,48.5,0.0,0.45,10.95,23.25,498.0,0.0,0.11249999999999999
"Peppers, dried",313.0,12.1,0.4,2.2555,12.105,51.275000000000006,0.0,0.0,24.200000000000003,79.0,0.0,0.0,0.0,4.2,28099.0,0.0,3.8815
"Peppers, freeze-dried",314.0,3.0,0.4,1.607,17.9,68.7,39.625,0.0,21.3,134.0,0.0,4.0,116.4,1900.0,41450.5,0.0,2.223
"Peppers, raw",31.0,0.3125,0.037500000000000006,0.13175,1.27125,6.8950000000000005,3.5599999999999996,0.0,1.9,11.875,0.0,1.01,10.1,129.275,1082.875,0.0,0.36350000000000005
"Peppers, sauteed",130.0,12.5,1.6,5.8095,0.91,5.395,3.225,0.0,1.8,7.5,0.0,2.245,18.85,169.9,1516.5,0.0,0.28
"Peppers, solids and liquids",21.0,0.34,0.02,0.1892,0.8640000000000001,4.548,1.716,0.0,1.52,23.8,0.0,0.414,6.06,47.8,2997.6,0.0,0.1704
"Peppers, sun-dried",324.0,5.8,0.8,3.079,10.58,69.86,41.06,0.0,28.7,45.0,0.0,3.14,108.2,31.4,26488.0,0.0,0.81
"Peppers, unprepared",20.0,0.2,0.0,0.113,1.08,4.45,1.63,0.0,1.6,9.0,0.0,0.615,1.9,58.7,1397.5,0.0,0.137
"Peppers, with salt",21.0,0.2,0.0,0.10250000000000001,0.935,4.71,2.61,0.0,1.025,8.5,0.0,0.8075,4.575,81.95,1404.0,0.0,0.1705
"Peppers, without salt",22.5,0.2,0.0,0.10250000000000001,0.935,5.1525,2.61,0.0,1.025,8.5,0.0,0.8075,4.575,81.95,1404.0,0.0,0.1705
"Persimmons, dried",274.0,0.6,0.0,0.0,1.38,73.43,0.0,0.0,14.5,25.0,0.0,0.0,0.0,0.0,767.0,0.0,0.0
"Persimmons, raw",98.5,0.30000000000000004,0.0,0.0215,0.69,26.045,6.265,0.0,1.8,17.5,0.0,0.365,1.3,36.75,813.5,0.0,0.05
"Pheasant, meat and skin",181.0,9.3,2.7,1.18,22.7,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.3,177.0,0.77,0.66
"Pheasant, meat only",133.0,3.6,1.2,0.62,23.57,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,6.0,165.0,0.84,0.74
"Pheasant, raw",133.5,3.8,1.3,0.64,23.285,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,6.0,171.0,0.84,0.74
"Pheasant, total edible",239.0,12.0,3.9,1.185,32.4,0.0,0.0,0.0,0.0,16.0,7.0,0.27,4.9,2.3,190.0,0.72,0.75
Phyllo dough,299.0,6.0,1.5,0.923,7.1,52.6,0.18,0.0,1.9,11.0,0.0,0.08,2.5,0.0,0.0,0.0,0.03
"Pickle and pimiento loaf, pork",225.0,16.0,5.3,2.804,11.23,8.46,8.46,0.0,1.5,109.0,33.0,0.4,5.1,7.8,260.0,0.54,0.418
"Pickle relish, hamburger",129.0,0.5,0.1,0.131,0.63,34.48,0.0,0.0,3.2,4.0,0.0,0.0,0.0,2.3,267.0,0.0,0.015
"Pickle relish, hot dog",91.0,0.5,0.0,0.11,1.5,23.35,0.0,0.0,1.5,5.0,0.0,0.0,0.0,1.0,167.0,0.0,0.015
"Pickle relish, sweet",130.0,0.5,0.1,0.122,0.37,35.06,29.13,0.0,1.1,3.0,0.0,0.58,83.8,1.0,1218.0,0.0,0.015
"Pickles, dill or kosher dill",12.0,0.3,0.1,0.122,0.5,2.41,1.07,0.0,1.0,57.0,0.0,0.03,17.3,2.3,125.0,0.0,0.035
"Pickles, low sodium",11.0,0.2,0.1,0.081,0.33,2.26,1.06,0.0,1.2,0.0,0.0,0.09,47.0,1.0,191.0,0.0,0.009
"Pickles, low sodium (includes bread and butter pickles)",122.0,0.3,0.1,0.106,0.37,33.73,26.68,0.0,1.1,4.0,0.0,0.53,76.7,1.2,1116.0,0.0,0.015
"Pickles, reduced sodium",12.0,0.3,0.1,0.122,0.5,2.41,1.07,0.0,1.0,57.0,0.0,0.03,17.3,2.3,125.0,0.0,0.035
"Pickles, sour",11.0,0.2,0.1,0.081,0.33,2.26,1.06,0.0,1.2,0.0,0.0,0.09,47.0,1.0,191.0,0.0,0.009
"Pickles, sweet",121.0,0.9,0.1,0.397,1.5,26.64,23.88,0.0,1.5,23.0,0.0,0.16,61.6,6.0,90.0,0.0,0.01
"Pickles, sweet (includes bread and butter pickles)",91.0,0.4,0.1,0.106,0.58,21.15,18.27,0.0,1.0,61.0,0.0,0.36,47.1,0.7,764.0,0.0,0.024
"Picnic loaf, beef",232.0,17.0,6.1,1.89,14.92,4.76,0.0,0.0,0.0,47.0,48.0,0.0,0.0,0.0,0.0,1.5,0.3
"Pie Crust, Ready Crust",492.5,23.5,4.85,1.8530000000000002,5.59,64.39,22.22,0.0,2.3,30.5,0.0,1.82,20.0,0.0,0.5,0.0,0.0595
"Pie crust, baked",510.5,30.75,9.15,5.07325,5.7525,53.165,1.1,0.0,2.05,25.75,0.0,0.225,5.75,0.0,0.0,0.0,0.036500000000000005
"Pie crust, chilled",507.5,30.0,6.25,8.7255,3.9,57.05,22.45,0.0,0.8,31.0,10.5,2.67,29.1,0.05,1002.5,0.055,0.0435
"Pie crust, dry mix",518.0,31.0,8.0,3.968,6.9,52.1,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064
"Pie crust, enriched",457.0,26.0,8.2,3.176,6.16,48.62,3.72,0.0,2.5,19.0,0.0,0.46,5.4,0.0,1.0,0.0,0.05
"Pie crust, made with enriched flour",494.5,30.5,8.5,3.724,5.81,49.629999999999995,0.0,0.0,1.8499999999999999,21.5,0.0,1.315,15.85,0.0,0.0,0.0,0.0435
"Pie crust, unbaked",457.0,28.0,8.65,5.7055,4.335,46.705,0.075,0.0,2.6,9.5,0.0,0.165,6.6,0.0,0.0,0.0,0.020999999999999998
"Pie crust, unenriched",457.0,29.0,4.4,11.0,3.9,44.1,0.0,0.0,0.9,18.0,0.0,0.0,0.0,0.0,0.0,0.03,0.071
"Pie fillings, canned",140.5,0.15000000000000002,0.0,0.0,0.255,35.24,25.775,0.0,1.8,15.5,0.0,0.135,2.2,1.2,23.0,0.0,0.0225
"Pie fillings, cherry",115.0,0.1,0.0,0.021,0.37,28.0,0.0,0.0,0.6,11.0,0.0,0.0,0.0,3.6,205.0,0.0,0.037
"Pie fillings, low calorie",53.0,0.2,0.0,0.0,0.82,11.98,9.15,0.0,1.2,11.0,0.0,0.0,0.0,2.8,208.0,0.0,0.027
"Pie, Commercially Prepared",290.0,12.0,2.3,2.117,2.17,44.54,22.02,0.0,1.6,14.0,0.0,0.96,16.4,5.7,82.0,0.0,0.039
"Pie, cherry",316.0,16.0,2.5,5.376,3.0,42.6,0.0,0.0,2.6,22.0,0.0,0.0,0.0,1.3,172.0,0.08,0.03
"Pie, commercially prepared",281.22222222222223,13.38888888888889,4.222222222222222,2.4596666666666667,3.4833333333333334,38.12,16.621111111111112,0.24777777777777776,1.3777777777777778,46.44444444444444,6.111111111111111,0.7333333333333334,7.433333333333334,0.8888888888888888,531.8888888888889,0.15777777777777777,0.03955555555555555
"Pie, enriched flour",237.0,11.0,3.8,2.198,1.9,34.0,15.65,0.0,1.6,11.0,0.0,1.52,3.5,3.2,124.0,0.01,0.038
"Pie, fruit",316.0,16.0,2.5,5.376,3.0,42.6,21.4,0.0,2.6,22.0,0.0,1.72,4.1,1.3,27.0,0.08,0.03
"Pie, lemon",316.0,16.0,2.5,5.376,3.0,42.6,0.0,0.0,2.6,22.0,0.0,0.0,0.0,0.0,32.0,0.08,0.03
"Pie, no-bake type",262.3333333333333,15.333333333333334,8.0,0.9316666666666666,3.233333333333333,29.900000000000002,0.0,0.0,0.3666666666666667,74.0,0.0,0.0,0.0,0.5333333333333333,408.6666666666667,0.21,0.036333333333333336
"Pie, peach",224.0,10.0,1.5,3.749,1.9,32.9,16.23,0.0,0.8,8.0,0.0,0.94,3.3,0.9,140.0,0.0,0.023
"Pie, prepared from recipe",279.6666666666667,13.366666666666667,3.322222222222222,3.3431111111111114,3.6555555555555554,37.81111111111111,5.894444444444444,0.0,0.43333333333333335,38.77777777777778,8.777777777777779,0.1111111111111111,2.0444444444444443,1.8444444444444446,1067.888888888889,0.10333333333333333,0.05344444444444445
"Pie, unenriched flour",237.0,11.0,3.8,2.198,1.9,34.0,0.0,0.0,1.6,11.0,0.0,0.0,0.0,3.2,124.0,0.01,0.038
"Pigeon peas (red gram), raw",343.0,1.5,0.3,0.814,21.7,62.78,0.0,0.0,15.0,130.0,0.0,0.0,0.0,0.0,28.0,0.0,0.283
"Pigeon peas (red gram), with salt",121.0,0.4,0.1,0.205,6.76,23.25,0.0,0.0,6.7,43.0,0.0,0.0,0.0,0.0,3.0,0.0,0.05
"Pigeon peas (red gram), without salt",121.0,0.4,0.1,0.205,6.76,23.25,0.0,0.0,6.7,43.0,0.0,0.0,0.0,0.0,3.0,0.0,0.05
"Pigeonpeas, raw",136.0,1.6,0.4,0.873,7.2,23.88,3.0,0.0,5.1,42.0,0.0,0.39,24.0,39.0,67.0,0.0,0.068
"Pigeonpeas, with salt",111.0,1.4,0.4,0.899,5.96,19.49,2.48,0.0,4.2,41.0,0.0,0.32,19.8,28.1,50.0,0.0,0.053
"Pigeonpeas, without salt",111.0,1.4,0.4,0.899,5.96,19.49,2.48,0.0,4.2,41.0,0.0,0.32,19.8,28.1,50.0,0.0,0.053
"Piki bread, made from blue cornmeal (Hopi)",390.0,7.2,0.8,1.623,9.06,72.22,1.6,0.0,9.2,184.0,0.0,0.76,0.2,0.0,3.0,0.0,0.542
"Pimento, canned",23.0,0.3,0.0,0.161,1.1,5.1,2.71,0.0,1.9,6.0,0.0,0.69,8.3,84.9,2655.0,0.0,0.215
"Pineapple juice, C and E",50.0,0.1,0.0,0.0,0.36,12.18,9.98,0.0,0.2,14.0,0.0,0.63,0.0,31.3,235.0,0.0,0.1
"Pineapple juice, diluted with 3 volume water",51.0,0.0,0.0,0.01,0.4,12.67,12.47,0.0,0.2,13.0,0.0,0.01,0.3,12.0,10.0,0.0,0.074
"Pineapple juice, undiluted",179.0,0.1,0.0,0.035,1.3,44.3,43.6,0.0,0.7,39.0,0.0,0.03,1.0,42.0,50.0,0.0,0.255
"Pineapple juice, with added ascorbic acid",53.0,0.1,0.0,0.042,0.36,12.87,9.98,0.0,0.2,13.0,0.0,0.02,0.3,43.8,5.0,0.0,0.1
"Pineapple juice, without added ascorbic acid",53.0,0.1,0.0,0.042,0.36,12.87,9.98,0.0,0.2,13.0,0.0,0.02,0.3,10.0,5.0,0.0,0.1
"Pineapple, all varieties",50.0,0.1,0.0,0.04,0.54,13.12,9.85,0.0,1.4,13.0,0.0,0.02,0.7,47.8,58.0,0.0,0.112
"Pineapple, drained",60.0,0.1,0.0,0.04,0.51,15.56,14.26,0.0,1.3,16.0,0.0,0.02,0.7,9.4,50.0,0.0,0.075
"Pineapple, extra sweet variety",51.0,0.1,0.0,0.0,0.53,13.5,10.32,0.0,1.4,13.0,0.0,0.02,0.7,56.4,57.0,0.0,0.114
"Pineapple, solids and liquids",61.0,0.1,0.0,0.0356,0.38,15.830000000000002,10.3,0.0,0.8,14.2,0.0,0.008,0.24,7.88,28.4,0.0,0.074
"Pineapple, sweetened",86.0,0.1,0.0,0.035,0.4,22.2,21.1,0.0,1.1,9.0,0.0,0.02,0.7,8.0,30.0,0.0,0.075
"Pineapple, traditional varieties",45.0,0.1,0.0,0.0,0.55,11.82,8.29,0.0,0.0,13.0,0.0,0.0,0.7,16.9,52.0,0.0,0.106
"Pinon Nuts, roasted (Navajo)",541.0,34.0,3.2,14.42,7.41,51.06,0.0,0.0,43.4,18.0,0.0,11.3,0.0,0.0,0.0,0.0,0.116
"Pitanga, raw",33.0,0.4,0.0,0.0,0.8,7.49,0.0,0.0,0.0,9.0,0.0,0.0,0.0,26.3,1500.0,0.0,0.0
"Pizza rolls, unprepared",328.0,10.0,2.5,2.853,8.73,50.72,3.74,0.0,1.2,125.0,1.0,1.59,4.6,0.0,519.0,0.26,0.07
"Pizza, cooked",269.42857142857144,11.828571428571427,4.6571428571428575,2.091857142857143,12.098571428571429,28.585714285714285,4.535714285714286,0.16142857142857142,2.357142857142857,172.71428571428572,0.0,0.9085714285714285,6.8428571428571425,1.9714285714285715,327.14285714285717,0.6542857142857142,0.12114285714285714
"Plantains, Latino restaurant",236.0,7.5,1.8,2.275,1.42,40.77,21.76,0.0,3.2,6.0,0.0,1.1,31.8,0.0,1318.0,0.0,0.29
"Plantains, cooked",116.0,0.2,0.1,0.033,0.79,31.15,14.0,0.0,2.3,2.0,0.0,0.13,0.7,10.9,909.0,0.0,0.24
"Plantains, fried",309.0,12.0,3.7,2.697,1.5,49.17,3.63,0.0,3.5,4.0,0.0,0.0,0.0,3.4,1192.0,0.0,0.264
"Plantains, raw",122.0,0.4,0.1,0.069,1.3,31.89,15.0,0.0,2.3,3.0,0.0,0.14,0.7,18.4,1127.0,0.0,0.299
"Plums, drained",89.0,0.1,0.0,0.03,0.44,23.12,21.58,0.0,1.5,10.0,0.0,0.26,6.4,0.4,399.0,0.0,0.028
"Plums, raw",46.0,0.3,0.0,0.044,0.7,11.42,9.92,0.0,1.4,6.0,0.0,0.26,6.4,9.5,345.0,0.0,0.029
"Plums, solids and liquids",70.4,0.06000000000000001,0.0,0.014599999999999998,0.398,18.401999999999997,12.395999999999999,0.0,0.9199999999999999,8.8,0.0,0.144,3.44,1.34,533.4,0.0,0.027000000000000003
"Plums, uncooked",240.0,0.4,0.1,0.062,2.18,63.88,38.13,0.0,7.1,43.0,0.0,0.43,59.5,0.6,781.0,0.0,0.205
"Plums, wild (Northern Plains Indians)",91.0,0.2,0.0,0.0,0.43,21.95,10.61,0.0,6.0,11.0,0.0,0.53,11.2,10.3,3464.0,0.0,0.093
"Plums, with added sugar",124.0,0.2,0.0,0.047,1.09,32.88,0.0,0.0,3.8,21.0,0.0,0.0,0.0,2.7,285.0,0.0,0.203
"Plums, without added sugar",107.0,0.2,0.0,0.026,0.96,28.08,24.98,0.0,3.1,19.0,0.0,0.19,26.1,2.9,342.0,0.0,0.218
Poi,112.0,0.1,0.0,0.058,0.38,27.23,0.39,0.0,0.4,16.0,0.0,2.3,1.0,4.0,66.0,0.0,0.273
"Pokeberry shoots, raw",23.0,0.4,0.0,0.0,2.6,3.7,0.0,0.0,1.7,53.0,0.0,0.0,0.0,136.0,8700.0,0.0,0.146
"Pokeberry shoots, with salt",20.0,0.4,0.0,0.0,2.3,3.1,1.6,0.0,1.5,53.0,0.0,0.85,108.0,82.0,8700.0,0.0,0.111
