name,calories,total_fat,saturated_fat,polyunsaturated_fatty_acids,protein,carbohydrate,sugars,lactose,fiber,calcium,vitamin_d,vitamin_e,vitamin_k,vitamin_c,vitamin_a,vitamin_b12,vitamin_b6
"Pokeberry shoots, without salt",20.0,0.4,0.1,0.176,2.3,3.1,1.6,0.0,1.5,53.0,0.0,0.85,108.0,82.0,8700.0,0.0,0.111
"Polish sausage, pork",326.0,29.0,10.0,3.08,14.1,1.63,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.98,0.19
"Pomegranate juice, bottled",54.0,0.3,0.1,0.05,0.15,13.13,12.65,0.0,0.1,11.0,0.0,0.38,10.4,0.1,0.0,0.0,0.04
"Pomegranates, raw",83.0,1.2,0.1,0.079,1.67,18.7,13.67,0.0,4.0,10.0,0.0,0.6,16.4,10.2,0.0,0.0,0.075
"Popcorn, fat-free",381.0,1.4,0.2,0.634,2.0,90.06,64.68,0.0,2.5,18.0,0.0,0.13,0.9,0.0,33.0,0.0,0.047
"Popcorn, low fat and sodium",429.0,9.5,1.4,3.572,12.6,73.39,0.54,0.0,14.2,11.0,0.0,5.01,15.7,0.0,147.0,0.0,0.17
"Popcorn, made with palm oil",535.0,30.0,15.0,4.124,8.38,57.26,0.3,0.0,10.0,23.0,0.0,2.91,4.3,0.0,182.0,0.0,0.31
"Popovers, enriched",371.0,4.3,1.0,0.823,10.4,71.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.1,0.0,0.08,0.042
"Popovers, unenriched",371.0,4.3,1.0,0.823,10.4,71.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.1,0.0,0.08,0.042
"Pork and beef sausage, cooked",396.0,36.0,13.0,3.9,13.8,2.7,0.0,0.0,0.0,10.0,28.0,0.22,1.6,0.0,0.0,0.43,0.05
"Pork and turkey sausage, pre-cooked",342.0,31.0,9.9,4.504,12.05,3.63,0.0,0.0,0.0,74.0,0.0,0.52,5.7,0.7,102.0,0.58,0.124
"Pork loin, lean only",213.5,13.9,4.85,2.16,22.5,0.0,0.0,0.0,0.0,35.0,42.0,0.23500000000000001,0.0,0.0,13.0,0.645,0.449
"Pork sausage rice links, cooked",407.0,38.0,13.0,4.073,13.7,2.36,0.0,0.0,0.0,15.0,36.0,0.22,3.4,0.0,0.0,1.3,0.2
"Pork sausage, cooked",271.0,22.0,8.2,3.401,9.41,8.13,0.0,0.0,0.0,0.0,30.0,0.07,0.0,0.0,29.0,0.36,0.192
"Pork sausage, microwaved",438.0,42.0,14.0,8.041,15.12,0.62,0.62,0.0,0.0,17.0,41.0,0.88,2.9,0.0,75.0,0.76,0.137
"Pork sausage, pan-fried",296.0,23.5,7.4,4.6535,19.735,0.7849999999999999,0.545,0.0,0.0,14.0,58.0,1.06,0.0,0.0,93.0,1.0699999999999998,0.2385
"Pork sausage, unheated",392.0,37.0,12.0,6.916,13.46,0.69,0.53,0.0,0.0,16.0,48.0,0.68,3.7,0.0,69.0,0.76,0.143
"Pork sausage, unprepared",252.5,21.0,6.0,3.7285000000000004,16.07,0.5650000000000001,0.465,0.0,0.0,11.5,36.5,0.99,0.15,0.0,92.0,0.9850000000000001,0.222
"Pork, baked",548.0,43.0,14.0,4.859,35.73,1.35,0.0,0.0,0.0,10.0,0.0,0.32,0.1,0.0,37.0,1.16,0.309
"Pork, braised",213.58823529411765,10.950000000000001,3.770588235294117,1.4040882352941175,26.796176470588232,0.12323529411764704,0.0,0.0,0.0,22.823529411764707,27.323529411764707,0.14382352941176468,0.0,2.320588235294118,542.8823529411765,2.1873529411764707,0.42470588235294116
"Pork, broiled",202.32258064516128,9.806451612903226,3.141935483870968,1.0874838709677421,27.225483870967743,0.056129032258064517,0.0,0.0,0.0,23.70967741935484,27.161290322580644,0.1870967741935484,0.0,0.14516129032258066,6.741935483870968,0.7229032258064516,0.5345806451612903
"Pork, cooked",384.77777777777777,33.544444444444444,11.5,4.211666666666667,19.39888888888889,0.06888888888888889,0.0,0.0,0.0,18.77777777777778,32.666666666666664,0.12111111111111111,0.0,0.16666666666666666,16.666666666666668,0.6744444444444445,0.363
"Pork, crumbles",289.6666666666667,20.066666666666666,6.533333333333334,2.5493333333333332,26.689999999999998,0.6566666666666666,0.0,0.0,0.0,19.666666666666668,20.333333333333332,0.30666666666666664,0.0,0.0,0.0,1.0166666666666666,0.6126666666666667
"Pork, dehydrated",615.0,62.0,23.0,7.32,11.8,1.4,0.0,0.0,0.0,10.0,0.0,0.36,0.0,0.0,0.0,0.3,0.2
"Pork, heated",507.0,52.0,17.0,6.47,8.77,2.0,0.28,0.0,0.0,6.0,75.0,0.35,0.0,0.0,42.0,0.31,0.201
"Pork, microwaved",476.0,34.0,12.0,5.602,39.01,0.48,0.0,0.0,0.0,13.0,0.0,0.48,0.0,0.0,0.0,1.0,0.513
"Pork, pan-broil",139.85714285714286,5.4071428571428575,1.7142857142857142,0.7327857142857143,21.402142857142856,1.5950000000000002,1.5392857142857144,0.0,0.0,10.285714285714286,21.071428571428573,0.21785714285714283,0.0,0.0,36.285714285714285,0.5121428571428571,0.4382857142857143
"Pork, pan-broiled",230.42857142857142,12.799999999999999,4.5,1.7502857142857144,27.91714285714286,0.2357142857142857,0.0,0.0,0.0,13.571428571428571,14.142857142857142,0.3071428571428571,0.0,0.0,3.857142857142857,0.7457142857142857,0.47257142857142853
"Pork, pan-fried",246.45454545454547,13.9,4.545454545454546,2.0327272727272727,28.316363636363636,0.15454545454545454,0.0,0.0,0.0,30.727272727272727,23.454545454545453,0.2381818181818182,0.0,0.02727272727272727,14.0,0.7763636363636363,0.5035454545454545
"Pork, pickled",140.0,10.0,2.9,0.784,11.63,0.01,0.0,0.0,0.0,32.0,16.0,0.21,0.0,0.0,37.0,0.21,0.007
"Pork, pickled pork hocks",171.0,11.0,3.2,1.198,19.11,0.0,0.0,0.0,0.0,19.0,0.0,0.17,0.0,0.0,76.0,0.51,0.064
"Pork, raw",211.06172839506172,14.696296296296298,5.144444444444444,1.8153827160493827,18.53851851851852,0.09246913580246914,0.0,0.0,0.0,16.567901234567902,16.666666666666668,0.16222222222222224,0.0,1.5777777777777777,275.7037037037037,1.353827160493827,0.46697530864197534
"Pork, raw or unheated",388.0,37.0,13.0,5.55,11.74,0.7,0.0,0.0,0.0,8.0,0.0,0.0,0.0,27.2,0.0,0.99,0.21
"Pork, reduced sodium",541.0,42.0,14.0,4.548,37.04,1.43,0.0,0.0,0.0,11.0,42.0,0.31,0.1,0.0,37.0,1.23,0.349
"Pork, roasted",198.42857142857142,10.816883116883117,3.74025974025974,1.3362987012987013,23.71948051948052,0.4720779220779221,0.3646753246753247,0.0,0.0,12.441558441558442,23.883116883116884,0.20090909090909093,0.0012987012987012987,0.3051948051948052,14.142857142857142,0.6681818181818182,0.43928571428571433
"Pork, separable lean only",113.0,4.2,1.4,0.671,17.53,1.2,1.06,0.0,0.0,8.0,0.0,0.25,0.0,0.0,32.0,0.55,0.267
"Pork, simmered",238.0,18.06,6.540000000000001,1.717,17.756,0.05800000000000001,0.0,0.0,0.0,14.4,0.0,0.082,0.0,0.0,0.0,0.38,0.0678
"Pork, unheated",170.07142857142858,10.285714285714286,3.4595238095238097,1.2675476190476191,18.26666666666667,0.9488095238095239,0.650952380952381,0.0,0.0,7.261904761904762,9.928571428571429,0.22452380952380951,0.014285714285714285,1.6071428571428572,22.952380952380953,0.5511904761904761,0.34945238095238096
"Pork, unprepared",417.0,40.0,13.0,6.454,12.62,1.28,1.0,0.0,0.0,5.0,16.0,0.43,0.0,0.0,37.0,0.5,0.266
"Potato chips, reduced fat",487.0,21.0,4.2,10.94,7.1,67.8,0.22,0.0,6.1,21.0,0.0,5.47,13.3,25.7,0.0,0.0,0.67
Potato flour,357.0,0.3,0.1,0.15,6.9,83.1,3.52,0.0,5.9,65.0,0.0,0.25,0.0,3.8,0.0,0.0,0.769
Potato pancakes,268.0,15.0,2.5,7.516,6.08,27.81,1.79,0.03,3.3,32.0,11.0,0.23,2.7,27.6,113.0,0.29,0.448
"Potato puffs, oven-heated",192.0,9.1,1.7,2.354,2.13,27.29,0.27,0.0,2.0,14.0,0.0,0.26,3.7,4.0,5.0,0.0,0.121
"Potato puffs, unprepared",178.0,8.7,1.4,3.14,1.93,24.8,0.28,0.0,2.3,13.0,0.0,0.11,2.5,6.9,4.0,0.0,0.194
Potato salad with egg,157.0,9.4,1.4,4.983,1.96,16.18,4.95,0.0,1.3,15.0,4.0,0.68,14.3,0.8,163.0,0.07,0.115
"Potato salad, home-prepared",143.0,8.2,1.4,3.737,2.68,11.17,0.0,0.0,1.3,19.0,0.0,0.0,0.0,10.0,157.0,0.0,0.141
"Potato soup, dry mix",343.0,3.1,0.6,1.025,9.2,76.14,10.0,0.0,7.6,172.0,0.0,0.54,13.9,16.0,60.0,0.0,0.16
"Potatoes, as purchased",150.6,5.0200000000000005,1.3800000000000001,0.2986,2.27,24.369999999999997,0.162,0.0,2.2199999999999998,9.8,0.0,0.08,1.7399999999999998,12.819999999999999,2.4,0.0,0.1784
"Potatoes, baked",93.33333333333333,0.16666666666666666,0.0,0.04466666666666667,2.3433333333333333,20.703333333333333,1.3466666666666667,0.0,2.066666666666667,12.333333333333334,0.0,0.06333333333333334,2.5,11.166666666666666,10.0,0.0,0.25899999999999995
"Potatoes, drained solids",60.0,0.2,0.1,0.089,1.41,13.61,0.0,0.0,2.3,5.0,0.0,0.0,0.0,5.1,0.0,0.0,0.188
"Potatoes, dry form",361.0,0.6666666666666666,0.26666666666666666,0.22199999999999998,9.153333333333334,81.46,3.4,0.0,6.766666666666666,70.0,0.0,0.11000000000000003,8.799999999999999,44.666666666666664,32.333333333333336,0.0,0.832
"Potatoes, home-prepared",173.0,7.15,1.35,2.379,2.675,25.29,0.745,0.0,1.6,25.0,0.0,0.005,1.85,14.85,243.0,0.0,0.34249999999999997
"Potatoes, home-prepared from recipe using butter",132.0,7.6,4.7,0.276,5.06,11.27,0.0,0.0,1.8,119.0,0.0,0.0,0.0,9.9,264.0,0.0,0.174
"Potatoes, home-prepared from recipe using margarine",132.0,7.6,3.5,1.076,5.06,11.27,0.0,0.0,1.8,119.0,0.0,0.0,0.0,9.9,280.0,0.0,0.174
"Potatoes, home-prepared with butter",88.0,3.7,2.3,0.166,2.87,10.78,0.0,0.0,1.9,57.0,0.0,0.0,0.0,10.6,135.0,0.0,0.178
"Potatoes, home-prepared with margarine",88.0,3.7,1.4,0.746,2.87,10.78,0.0,0.0,1.9,57.0,0.0,0.0,0.0,10.6,150.0,0.0,0.178
"Potatoes, no salt added",62.0,0.2,0.1,0.085,1.4,13.6,0.59,0.0,2.4,5.0,0.0,0.05,1.5,5.1,2.0,0.0,0.19
"Potatoes, oven heated",158.0,5.5,0.8,1.502,2.75,25.55,0.37,0.0,2.0,12.0,0.0,0.39,7.4,8.6,5.0,0.0,0.261
"Potatoes, oven-heated",181.4,5.819999999999999,1.6,0.37039999999999995,2.816,29.776,0.22599999999999998,0.0,2.7,11.4,0.0,0.09,1.9600000000000002,12.559999999999999,1.8,0.0,0.1966
"Potatoes, pan fried in canola oil",219.0,12.0,0.9,2.785,2.65,28.51,0.27,0.0,3.2,17.0,0.0,2.19,18.1,6.7,0.0,0.0,0.236
"Potatoes, pan-fried in canola oil",242.0,10.0,0.8,2.862,3.24,33.99,1.16,0.0,3.6,10.0,0.0,1.68,19.6,2.7,0.0,0.0,0.363
"Potatoes, prepared",191.0,10.9,3.3499999999999996,2.644,2.34,22.994999999999997,0.0,0.0,2.75,26.5,0.0,0.0,0.0,7.1,149.5,0.0,0.3215
"Potatoes, raw",73.75,0.1,0.0,0.04675,1.94,16.7925,0.97,0.0,1.875,11.0,0.0,0.01,2.075,10.775,4.5,0.0,0.254
"Potatoes, ready-to-eat",106.0,5.0,2.6,0.684,1.97,13.29,1.76,1.17,1.9,34.0,2.0,0.29,2.4,0.1,205.0,0.22,0.109
"Potatoes, skin",58.0,0.1,0.0,0.043,2.57,12.44,0.0,0.0,2.5,30.0,0.0,0.0,0.0,11.4,0.0,0.0,0.239
"Potatoes, skin with salt",132.0,0.1,0.0,0.043,4.39,29.63,0.0,0.0,5.5,46.0,0.0,0.0,0.0,15.3,0.0,0.0,0.492
"Potatoes, solids and liquids",44.0,0.1,0.0,0.048,1.2,9.89,0.0,0.0,1.4,39.0,0.0,0.0,0.0,7.6,0.0,0.0,0.137
"Potatoes, unprepared",157.6875,4.1375,1.18125,0.32825000000000004,3.000625,28.46,0.283125,0.0,2.6999999999999997,33.5625,0.0,0.01125,0.28125,9.0,31.3125,0.0,0.1068125
"Potatoes, water and margarine added",116.0,4.8,1.0,1.045,2.13,16.13,1.74,1.09,1.3,35.0,11.0,0.51,6.3,6.5,214.0,0.1,0.16
"Potatoes, whole milk added",83.0,0.6,0.3,0.065,1.91,17.57,1.48,0.76,1.5,24.0,8.0,0.02,1.8,6.2,27.0,0.07,0.232
"Potatoes, whole milk and butter",93.0,4.199999999999999,2.6,0.164,2.21,12.805,0.0,0.0,1.0,59.5,0.0,0.0,0.0,3.2,180.5,0.0,0.041
"Potatoes, whole milk and butter added",106.0,4.766666666666667,2.966666666666667,0.216,1.8933333333333333,14.013333333333334,1.0133333333333334,0.6233333333333333,1.5,30.333333333333332,7.333333333333333,0.08666666666666667,1.1666666666666667,7.233333333333333,164.33333333333334,0.06,0.10966666666666668
"Potatoes, whole milk and margarine",108.0,4.9,1.3,1.363,2.05,14.4,0.0,0.0,2.2,35.0,0.0,0.0,0.0,6.0,213.0,0.0,0.01
"Potatoes, whole milk and margarine added",113.0,4.9,1.1,1.2215,1.93,15.98,0.705,0.355,1.9,35.0,3.5,0.21,3.0,10.1,203.5,0.035,0.128
"Potatoes, with salt",112.1,0.9099999999999999,0.39,0.10289999999999999,2.5149999999999997,24.157999999999998,0.608,0.0,2.7399999999999998,14.5,0.0,0.018,0.8400000000000001,11.059999999999999,2.5,0.0,0.3141
"Potatoes, without salt",124.54545454545455,1.8181818181818181,0.5454545454545454,0.16927272727272727,2.6954545454545453,25.223636363636363,0.5527272727272727,0.0,2.9545454545454546,17.545454545454547,0.0,0.012727272727272728,0.7636363636363637,11.145454545454546,2.272727272727273,0.0,0.32754545454545453
"Potsticker or wonton, unprepared",136.0,5.5,1.7,0.782,8.28,13.28,2.76,0.0,1.4,28.0,10.0,0.25,55.0,8.3,78.0,0.26,0.248
Poultry salad sandwich spread,200.0,14.0,3.5,6.22,11.64,7.41,0.0,0.0,0.0,10.0,8.0,2.2,0.0,1.0,140.0,0.38,0.11
"Poultry, raw",238.0,20.0,5.633333333333333,3.9299999999999997,13.299999999999999,0.0,0.0,0.0,0.0,149.33333333333334,0.0,0.0,0.0,2.1666666666666665,167.0,0.29,0.26333333333333336
"Prairie Turnips, boiled (Northern Plains Indians)",129.0,0.3,0.0,0.0,1.64,29.99,4.74,0.0,7.2,103.0,0.0,0.0,0.0,2.0,0.0,0.0,0.379
"Prairie Turnips, raw (Northern Plains Indians)",156.0,0.4,0.0,0.0,2.62,35.67,0.82,0.0,8.0,130.0,0.0,0.0,0.0,5.5,0.0,0.0,0.47
"Pretzels, soft",338.0,3.1,0.7,0.948,8.2,69.39,0.25,0.0,1.7,23.0,0.0,0.54,2.7,0.0,0.0,0.0,0.02
"Pretzels, unsalted",345.0,3.1,0.7,0.948,8.2,71.04,0.25,0.0,1.7,23.0,0.0,0.54,2.7,0.0,0.0,0.0,0.02
"Prickly pears, broiled (Northern Plains Indians)",91.0,0.3,0.0,0.0,0.39,21.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.146
"Prickly pears, raw",41.0,0.5,0.1,0.213,0.73,9.57,0.0,0.0,3.6,56.0,0.0,0.0,0.0,14.0,43.0,0.0,0.06
"Prickly pears, raw (Northern Plains Indians)",42.0,0.1,0.0,0.0,0.12,10.17,1.02,0.0,5.3,180.0,0.0,0.0,2.9,11.0,0.0,0.0,0.079
"Protein supplement, powder",403.5,14.5,1.35,1.5045000000000002,47.855000000000004,20.25,4.855,0.0,4.55,850.0,240.0,8.26,0.5,36.0,3000.0,3.6,1.2
"Prune juice, canned",71.0,0.0,0.0,0.007,0.61,17.45,16.45,0.0,1.0,12.0,0.0,0.12,3.4,4.1,3.0,0.0,0.218
Prune puree,257.0,0.2,0.0,0.0,2.1,65.1,39.0,0.0,3.3,31.0,0.0,0.0,0.0,4.3,2000.0,0.0,0.0
"Prunes, solids and liquids",105.0,0.2,0.0,0.043,0.87,27.8,0.0,0.0,3.8,17.0,0.0,0.0,0.0,2.8,797.0,0.0,0.203
"Prunes, stewed",113.0,0.2,0.0,0.053,1.23,29.7,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,523.0,0.0,0.191
"Prunes, uncooked",339.0,0.7,0.1,0.159,3.7,89.07,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,1762.0,0.0,0.745
"Pudding, egg yolk and water",109.0,1.1,0.4,0.168,0.65,24.2,13.51,0.0,0.0,8.0,0.0,0.1,0.0,0.0,58.0,0.06,0.012
"Puddings, dry mix",361.1666666666667,1.1,0.45,0.124,3.431666666666667,84.80333333333333,11.700000000000001,0.0,3.1333333333333333,64.33333333333333,0.0,0.028333333333333335,0.6166666666666667,0.0,0.0,0.01,0.014333333333333332
"Puddings, fat free",92.0,0.2333333333333333,0.03333333333333333,0.0006666666666666666,1.7966666666666666,20.78,15.016666666666666,0.0,0.09999999999999999,43.666666666666664,0.0,0.0033333333333333335,0.03333333333333333,0.5,1.0,0.22333333333333336,0.018333333333333333
"Puddings, instant",383.0,2.7600000000000002,2.2800000000000002,0.1916,0.6399999999999999,90.48,60.266,0.0,1.52,8.0,0.0,0.034,0.34,0.06,0.4,0.008,0.0114
"Puddings, prepared with 2% milk",105.7,1.89,1.16,0.0984,2.996,19.291999999999998,1.185,0.0,0.16,106.1,27.9,0.003,0.02,0.6799999999999999,166.3,0.28300000000000003,0.046099999999999995
"Puddings, prepared with whole milk",115.0909090909091,3.063636363636364,1.8090909090909089,0.1676363636363636,2.891818181818182,19.297272727272727,7.3127272727272725,0.0,0.2090909090909091,101.72727272727273,22.09090909090909,0.021818181818181816,0.08181818181818182,0.49090909090909096,120.27272727272727,0.2945454545454545,0.043
"Puddings, ready-to-eat",127.5,3.625,1.125,0.09825,2.1799999999999997,21.4225,15.16,2.3225000000000002,0.075,66.5,0.0,0.2075,0.44999999999999996,0.525,30.25,0.15,0.028249999999999997
"Puddings, regular",380.8,2.88,2.48,0.08180000000000001,0.8,89.888,55.41600000000001,0.0,1.42,18.2,0.0,0.016,0.08,0.06,0.0,0.0,0.0142
"Puddings, sodium",366.0,1.5,0.3,0.72,0.1,90.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005
"Puddings, with added oil",380.6666666666667,3.5,0.6333333333333333,1.6866666666666668,0.09999999999999999,89.93333333333334,0.0,0.0,0.09999999999999999,13.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0003333333333333333
"Puddings, with no added salt",369.0,0.1,0.0,0.0,0.1,94.3,0.0,0.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032
"Puff pastry, baked",558.0,39.0,5.5,22.228,7.4,45.7,0.75,0.0,1.5,10.0,0.0,0.55,16.3,0.0,1.0,0.0,0.019
"Puff pastry, ready-to-bake",551.0,38.0,9.6,4.894,7.3,45.1,0.74,0.0,1.5,10.0,0.0,0.54,16.1,0.0,1.0,0.0,0.021
Pulled pork in barbecue sauce,168.0,4.4,1.4,0.757,13.19,18.74,15.2,0.0,1.2,44.0,8.0,0.89,1.4,0.2,264.0,0.41,0.248
"Pummelo, raw",38.0,0.0,0.0,0.0,0.76,9.62,0.0,0.0,1.0,4.0,0.0,0.0,0.0,61.0,8.0,0.0,0.036
"Pumpkin flowers, raw",15.0,0.1,0.0,0.004,1.03,3.28,0.0,0.0,0.0,39.0,0.0,0.0,0.0,28.0,1947.0,0.0,0.0
"Pumpkin flowers, without salt",15.0,0.1,0.0,0.004,1.09,3.3,2.4,0.0,0.9,37.0,0.0,0.04,0.0,5.0,1734.0,0.0,0.05
"Pumpkin leaves, raw",19.0,0.4,0.2,0.022,3.15,2.33,0.0,0.0,0.0,39.0,0.0,0.0,0.0,11.0,1942.0,0.0,0.207
"Pumpkin leaves, with salt",21.0,0.2,0.1,0.012,2.72,3.39,0.69,0.0,2.7,43.0,0.0,0.96,108.0,1.0,1600.0,0.0,0.196
"Pumpkin leaves, without salt",21.0,0.2,0.1,0.012,2.72,3.39,0.69,0.0,2.7,43.0,0.0,0.96,108.0,1.0,1600.0,0.0,0.196
"Pumpkin pie mix, canned",104.0,0.1,0.1,0.007,1.09,26.39,0.0,0.0,8.3,37.0,0.0,0.0,0.0,3.5,8298.0,0.0,0.159
"Pumpkin, raw",26.0,0.1,0.1,0.005,1.0,6.5,2.76,0.0,0.5,21.0,0.0,1.06,1.1,9.0,8513.0,0.0,0.061
"Pumpkin, with salt",22.333333333333332,0.16666666666666666,0.03333333333333333,0.007666666666666666,0.9700000000000001,5.193333333333333,2.5933333333333333,0.0,1.6333333333333335,26.0,0.0,0.6333333333333334,5.6000000000000005,4.633333333333334,7684.0,0.0,0.049999999999999996
"Pumpkin, without salt",27.0,0.2,0.05,0.0095,0.91,6.495,2.69,0.0,2.0,20.5,0.0,0.93,8.4,4.45,10659.0,0.0,0.05
"Purslane, raw",20.0,0.4,0.0,0.0,2.03,3.39,0.0,0.0,0.0,65.0,0.0,0.0,0.0,21.0,1320.0,0.0,0.073
"Purslane, with salt",18.0,0.2,0.0,0.0,1.49,3.55,0.0,0.0,0.0,78.0,0.0,0.0,0.0,10.5,1852.0,0.0,0.07
"Purslane, without salt",18.0,0.2,0.0,0.0,1.49,3.55,0.0,0.0,0.0,78.0,0.0,0.0,0.0,10.5,1852.0,0.0,0.07
"Quail, raw",149.66666666666666,6.5,1.8666666666666665,1.64,21.326666666666668,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.133333333333333,112.33333333333333,0.4566666666666666,0.5533333333333333
"Quail, total edible",227.0,14.0,4.0,3.487,25.1,0.0,0.0,0.0,0.0,15.0,8.0,0.7,4.2,2.3,234.0,0.36,0.62
"Quinces, raw",57.0,0.1,0.0,0.05,0.4,15.3,0.0,0.0,1.9,11.0,0.0,0.0,0.0,15.0,40.0,0.0,0.04
"Quinoa, cooked",120.0,1.9,0.2,1.078,4.4,21.3,0.87,0.0,2.8,17.0,0.0,0.63,0.0,0.0,5.0,0.0,0.123
"Quinoa, uncooked",368.0,6.1,0.7,3.292,14.12,64.16,0.0,0.0,7.0,47.0,0.0,2.44,0.0,0.0,14.0,0.0,0.487
"RUDI'S, Original Sandwich Bread",320.0,11.0,0.3,2.218,3.13,52.83,8.36,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Radicchio, raw",23.0,0.3,0.1,0.11,1.43,4.48,0.6,0.0,0.9,19.0,0.0,2.26,255.2,8.0,27.0,0.0,0.057
"Radish seeds, raw",43.0,2.5,0.8,1.141,3.81,3.6,0.0,0.0,0.0,51.0,0.0,0.0,0.0,28.9,391.0,0.0,0.285
"Radishes, dried",271.0,0.7,0.2,0.325,7.9,63.37,37.32,0.0,23.9,629.0,0.0,0.01,4.5,0.0,0.0,0.0,0.618
"Radishes, pickled",28.0,0.3,0.1,0.135,1.1,5.2,2.0,0.0,2.2,28.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1
"Radishes, raw",16.0,0.10000000000000002,0.0,0.046000000000000006,0.7933333333333334,3.3766666666666665,1.4533333333333334,0.0,1.5333333333333332,26.333333333333332,0.0,0.0,0.5333333333333333,21.933333333333334,2.3333333333333335,0.0,0.064
"Radishes, with salt",17.0,0.2,0.1,0.108,0.67,3.43,1.83,0.0,1.6,17.0,0.0,0.0,0.3,15.1,0.0,0.0,0.038
"Radishes, without salt",17.0,0.2,0.1,0.108,0.67,3.43,1.83,0.0,1.6,17.0,0.0,0.0,0.3,15.1,0.0,0.0,0.038
"Raisins, golden seedless",302.0,0.5,0.2,0.135,3.39,79.52,59.19,0.0,4.0,53.0,0.0,0.12,3.5,3.2,0.0,0.0,0.323
"Raisins, seeded",296.0,0.5,0.2,0.159,2.52,78.47,0.0,0.0,6.8,28.0,0.0,0.0,0.0,5.4,0.0,0.0,0.188
"Raisins, seedless",299.0,0.5,0.1,0.037,3.07,79.18,59.19,0.0,3.7,50.0,0.0,0.12,3.5,2.3,0.0,0.0,0.174
"Rambutan, syrup pack",82.0,0.2,0.0,0.0,0.65,20.87,0.0,0.0,0.9,22.0,0.0,0.0,0.0,4.9,3.0,0.0,0.02
"Raspberries, raw",52.0,0.7,0.0,0.375,1.2,11.94,4.42,0.0,6.5,25.0,0.0,0.87,7.8,26.2,33.0,0.0,0.055
"Raspberries, solids and liquids",91.0,0.1,0.0,0.068,0.83,23.36,20.06,0.0,3.3,11.0,0.0,0.59,5.2,8.7,33.0,0.0,0.042
"Raspberries, sweetened",103.0,0.2,0.0,0.089,0.7,26.16,21.76,0.0,4.4,15.0,0.0,0.72,6.5,16.5,60.0,0.0,0.034
"Raspberries, unsweetened",52.0,0.7,0.0,0.0,1.2,11.94,4.42,0.0,6.5,25.0,0.0,0.87,7.8,26.2,33.0,0.0,0.055
"Raspberries, wild (Northern Plains Indians)",62.0,0.3,0.0,0.0,1.12,13.85,5.54,0.0,7.5,36.0,0.0,0.57,6.6,26.4,50.0,0.0,0.104
"Ravioli, canned",87.0,2.45,1.1,0.2095,2.8600000000000003,13.45,2.845,0.0,1.4,22.5,0.0,0.675,1.5499999999999998,0.0,212.0,0.09,0.0785
"Ravioli, includes regular and light entrees",111.0,2.6,1.2,0.42,4.52,17.31,4.09,1.1,1.4,79.0,3.0,0.98,16.1,2.8,482.0,0.14,0.108
Reddi Wip Fat Free Whipped Topping,149.0,5.0,2.9,0.299,3.0,25.0,16.0,0.0,0.4,108.0,0.0,0.09,0.3,0.0,175.0,1.48,0.123
"Refried beans, fat-free",79.0,0.5,0.1,0.287,5.34,13.5,0.61,0.0,4.7,34.0,0.0,0.04,2.0,0.9,0.0,0.0,0.113
"Refried beans, reduced sodium",89.0,2.0,0.6,0.543,4.98,13.55,0.54,0.0,3.7,29.0,0.0,0.09,2.3,0.8,0.0,0.0,0.103
"Refried beans, traditional style (includes USDA commodity)",90.0,2.0,0.6,0.543,4.98,13.55,0.54,0.0,3.7,29.0,0.0,0.09,2.1,6.0,0.0,0.0,0.103
"Refried beans, vegetarian",83.0,0.9,0.1,0.471,5.28,13.5,0.59,0.0,4.7,35.0,0.0,0.09,0.0,0.0,0.0,0.0,0.107
"Rennin, prepared with 2% milk",81.0,1.9500000000000002,1.15,0.069,3.1500000000000004,12.905000000000001,0.0,0.0,0.25,123.5,36.5,0.0,0.0,0.9,170.0,0.33,0.041
"Rennin, prepared with whole milk",92.5,3.2,1.9,0.1175,3.115,12.775,0.0,0.0,0.25,121.5,36.5,0.0,0.0,0.8500000000000001,112.5,0.325,0.04
"Restaurant, Arroz con frijoles negros (rice and black beans)",151.0,3.9,0.7,1.557,4.64,24.4,0.86,0.0,3.4,37.0,0.0,0.47,10.3,0.0,0.0,0.0,0.062
"Restaurant, Arroz con grandules (rice and pigeonpeas)",182.0,5.0,0.8,2.32,3.5,30.75,0.0,0.0,1.4,8.0,0.0,0.68,12.6,0.0,0.0,0.0,0.04
"Restaurant, Arroz con habichuelas colorados (Rice And Red Beans)",142.0,3.5,0.5,1.579,3.96,23.74,0.15,0.0,2.6,15.0,0.0,0.23,7.8,0.0,0.0,0.0,0.047
