name,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,calories,total_fat,saturated_fat,polyunsaturated_fatty_acids,monounsaturated_fatty_acids,protein,carbohydrate,sugars,lactose,fiber,calcium,vitamin_d,vitamin_e,vitamin_k,vitamin_c,vitamin_a,vitamin_b12,vitamin_b6,vitamin_b5
"Agneau, épaule, rôtie/cuite au four","viandes, œufs, poissons et assimilés",viandes cuites,agneau et mouton,252.0,14.5,5.26,1.26,4.69,30.5,0.1,0.0,0.0,0.0,8.8,0.5,0.14,4.6,6.9,7.5,2.72,0.21,0.3
"Agneau, épaule, maigre, rôtie/cuite au four","viandes, œufs, poissons et assimilés",viandes cuites,agneau et mouton,197.0,10.8,4.08,0.95,4.36,24.9,0.0,0.0,0.0,0.0,19.0,0.1,0.18,4.5,0.0,0.0,2.7,0.15,0.73
"Agneau, collier, braisé ou bouilli","viandes, œufs, poissons et assimilés",viandes cuites,agneau et mouton,365.0,25.6,0.0,0.0,0.0,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,2.06,0.095,0.69
"Agneau, côte filet, grillée/poêlée","viandes, œufs, poissons et assimilés",viandes cuites,agneau et mouton,157.0,5.78,2.21,0.54,2.05,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,1.22,0.3,0.62
"Agneau, côte première, grillée/poêlée","viandes, œufs, poissons et assimilés",viandes cuites,agneau et mouton,185.0,9.01,3.67,0.7,3.37,26.1,0.0,0.0,0.0,0.0,22.0,0.0,0.1,0.0,0.0,0.0,1.38,0.28,0.7
"Agneau, selle, partie maigre, rôtie/cuite au four","viandes, œufs, poissons et assimilés",viandes cuites,agneau et mouton,153.0,5.45,2.01,0.53,1.92,26.1,0.0,0.0,0.0,0.0,18.0,0.1,0.11,4.7,0.0,0.0,1.53,0.27,0.83
"Agneau, gigot, grillé/poêlé","viandes, œufs, poissons et assimilés",viandes cuites,agneau et mouton,174.0,7.08,2.63,0.63,2.54,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.23,0.0
"Agneau, gigot, braisé","viandes, œufs, poissons et assimilés",viandes cuites,agneau et mouton,222.0,9.03,3.46,0.83,3.34,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.16,0.0
"Agneau, selle, partie maigre, grillée/poêlée","viandes, œufs, poissons et assimilés",viandes cuites,agneau et mouton,153.0,5.45,2.05,0.54,1.95,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.29,0.0
"Agneau, côte ou côtelette, cuite (aliment moyen)","viandes, œufs, poissons et assimilés",viandes cuites,agneau et mouton,157.0,5.78,2.21,0.54,2.05,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,1.22,0.3,0.62
"Agneau, viande, cuite (aliment moyen)","viandes, œufs, poissons et assimilés",viandes cuites,agneau et mouton,208.0,10.6,3.66,0.87,3.56,28.1,0.011,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,2.27,0.2,0.58
"Agneau, côte ou côtelette, grillée/poêlée (aliment moyen)","viandes, œufs, poissons et assimilés",viandes cuites,agneau et mouton,157.0,5.78,2.21,0.54,2.05,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,1.22,0.3,0.62
"Chevreuil, rôti/cuit au four","viandes, œufs, poissons et assimilés",viandes cuites,gibier,150.0,3.19,1.25,0.62,0.88,30.2,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.8,0.65,0.0
"Sanglier, rôti/cuit au four","viandes, œufs, poissons et assimilés",viandes cuites,gibier,153.0,4.38,1.3,0.64,1.71,28.3,0.0,0.0,0.0,0.0,16.0,0.0,0.38,1.4,0.0,0.0,0.7,0.42,0.0
"Cerf, rôti/cuit au four","viandes, œufs, poissons et assimilés",viandes cuites,gibier,150.0,3.19,1.25,0.62,0.88,30.2,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gibier à poil, cuit (aliment moyen)","viandes, œufs, poissons et assimilés",viandes cuites,gibier,152.0,3.74,1.26,0.63,1.25,29.6,0.0,0.0,0.0,0.0,11.8,0.0,0.0,1.63,0.0,0.0,1.26,0.5,0.0
"Faisan, viande, rôtie/cuite au four","viandes, œufs, poissons et assimilés",viandes cuites,gibier,239.0,12.1,3.91,1.19,5.63,32.4,0.0,0.0,0.0,0.0,16.0,0.2,0.27,4.9,2.3,57.0,0.72,0.75,0.0
"Gibier à plumes, viande, cuit (aliment moyen)","viandes, œufs, poissons et assimilés",viandes cuites,gibier,217.0,13.0,3.24,0.0,3.41,25.1,0.0,0.0,0.0,0.0,6.81,0.55,0.54,0.0,2.08,23.5,2.78,0.82,2.58
"Cheval, viande, rôtie/cuite au four","viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,138.0,2.85,2.41,0.078,0.12,28.0,0.0,0.0,0.0,0.0,4.8,0.5,1.15,0.0,1.0,18.0,4.05,0.7,0.45
"Cheval, tende de tranche, grillée/poêlée","viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,135.0,2.58,0.77,0.54,0.68,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.69,0.0
"Cheval, faux-filet, grillé/poêlé","viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,163.0,6.27,2.1,0.97,2.27,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.69,0.0
"Cheval, entrecôte, grillée/poêlée","viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,169.0,6.24,1.99,1.01,2.03,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.66,0.0
"Cheval, faux-filet, rôti/cuit au four","viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,173.0,6.68,2.23,1.03,2.41,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.69,0.0
"Cheval, tende de tranche, rôtie/cuite au four","viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,144.0,2.75,0.82,0.57,0.73,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.69,0.0
"Chevreau, cuit","viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,136.0,3.03,0.93,0.23,1.36,27.1,0.0,0.0,0.0,0.0,17.0,0.0,0.34,1.2,0.0,0.0,1.19,0.0,0.0
"Lapin, viande braisée","viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,197.0,8.41,2.73,1.8,2.78,30.4,0.0,0.0,0.0,0.0,20.0,0.0,0.44,1.6,0.0,0.0,6.51,0.34,0.67
"Lapin, viande cuite","viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,167.0,9.2,3.42,2.06,2.64,20.5,0.5,0.0,0.0,0.0,13.5,0.0,1.22,0.0,0.0,0.0,2.2,0.13,0.5
"Lapin de garenne, viande, cuite","viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,164.0,3.51,1.05,0.68,0.95,33.0,0.0,0.0,0.0,0.0,18.0,0.0,0.41,1.5,0.0,0.0,6.51,0.34,0.0
"Chapon, viande et peau, rôti/cuit au four","viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,221.0,11.7,3.26,2.52,4.75,29.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.33,0.43,1.1
"Caille, viande et peau, cuite","viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,206.0,10.9,3.06,3.03,4.25,26.8,0.0,0.0,0.0,0.0,15.0,0.2,0.7,4.2,2.3,70.0,0.36,0.62,0.0
"Canard, viande et peau, rôti/cuit au four","viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,331.0,28.4,9.67,3.65,12.9,19.0,0.0,0.0,0.0,0.0,11.0,0.1,0.7,5.1,0.0,63.0,0.3,0.18,1.1
"Canard, viande, rôtie/cuite au four","viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,194.0,11.2,3.48,1.49,3.86,23.3,0.0,0.0,0.0,0.0,6.78,0.1,0.7,3.8,0.0,23.0,2.9,0.71,1.5
"Canard, magret, grillé/poêlé","viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,222.0,12.8,2.46,0.0,2.01,26.7,0.0,0.0,0.0,0.0,5.0,0.93,0.46,0.0,3.5,16.0,3.3,0.98,3.4
"Oie, viande, rôtie/cuite au four","viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,230.0,12.7,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,14.0,0.1,0.0,0.0,0.0,12.0,0.49,0.47,1.83
"Oie, viande et peau, rôtie/cuite au four","viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,298.0,21.9,6.87,2.52,10.3,25.2,0.0,0.0,0.0,0.0,13.0,0.1,1.74,5.1,0.0,21.0,0.41,0.37,1.53
"Pigeon, viande, rôtie/cuite au four","viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,213.0,13.0,3.74,2.73,5.46,23.9,0.0,0.0,0.0,0.0,17.0,0.2,0.06,4.0,2.9,28.0,0.41,0.57,0.0
"Autruche, viande cuite","viandes, œufs, poissons et assimilés",viandes cuites,autres viandes,168.0,7.07,0.0,0.0,0.0,26.2,0.0,0.0,0.0,0.0,8.0,0.1,0.24,3.5,0.0,0.0,5.74,0.5,1.21
"Cervelle, agneau, cuite","viandes, œufs, poissons et assimilés",viandes cuites,abats,145.0,10.2,2.6,1.04,1.84,12.6,0.8,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,9.25,0.11,0.99
"Cervelle, porc, braisée","viandes, œufs, poissons et assimilés",viandes cuites,abats,174.0,13.8,3.14,1.5,3.1,12.4,0.05,0.0,0.0,0.0,14.0,0.5,0.68,0.8,14.0,21.0,5.11,0.11,0.7
"Cervelle, veau, cuite","viandes, œufs, poissons et assimilés",viandes cuites,abats,133.0,9.63,2.18,1.49,1.74,11.5,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,13.0,0.0,9.65,0.17,1.0
"Coeur, boeuf, cuit","viandes, œufs, poissons et assimilés",viandes cuites,abats,133.0,4.5,1.81,0.39,0.89,23.0,0.15,0.0,0.0,0.0,5.0,0.1,0.29,0.5,0.0,0.0,11.5,0.33,1.06
"Coeur, poulet, cuit","viandes, œufs, poissons et assimilés",viandes cuites,abats,177.0,7.92,2.26,2.3,2.01,26.4,0.1,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.8,8.0,7.29,0.32,2.65
"Coeur, dinde, cuit","viandes, œufs, poissons et assimilés",viandes cuites,abats,167.0,7.52,1.9,1.83,1.67,24.9,0.0,0.0,0.0,0.0,21.0,0.0,0.13,0.0,0.0,16.0,13.9,0.61,1.58
"Coeur, agneau, cuit","viandes, œufs, poissons et assimilés",viandes cuites,abats,179.0,7.91,3.14,0.77,2.22,25.0,1.93,0.0,0.0,0.0,14.0,0.0,0.0,0.0,7.0,0.0,11.2,0.3,1.37
"Foie, agneau, cuit","viandes, œufs, poissons et assimilés",viandes cuites,abats,157.0,5.8,1.81,0.64,0.99,23.0,3.16,0.0,0.0,0.0,8.5,0.51,0.38,1.6,17.6,7630.0,60.0,0.54,12.6
"Foie, génisse, cuit","viandes, œufs, poissons et assimilés",viandes cuites,abats,165.0,5.71,1.69,1.02,0.63,26.3,2.2,0.0,0.0,0.0,6.14,0.51,0.46,3.9,20.0,7730.0,1.9,1.4,8.5
"Foie, veau, cuit","viandes, œufs, poissons et assimilés",viandes cuites,abats,121.0,3.02,0.98,0.78,0.35,19.0,4.47,0.0,0.0,0.0,6.5,2.52,0.64,1.5,13.2,10500.0,52.6,1.03,1.81
"Foie, volaille, cuit","viandes, œufs, poissons et assimilés",viandes cuites,abats,164.0,6.4,2.5,1.89,1.7,25.8,0.0,0.0,0.0,0.0,6.6,1.29,1.51,3.2,0.5,18700.0,50.5,0.59,8.77
"Foie, porc, cuit","viandes, œufs, poissons et assimilés",viandes cuites,abats,159.0,4.4,1.41,1.05,0.63,26.0,3.76,0.0,0.0,0.0,10.0,0.0,0.0,0.0,23.6,5410.0,18.7,0.57,4.77
"Foie, poulet, cuit","viandes, œufs, poissons et assimilés",viandes cuites,abats,160.0,6.51,2.06,1.99,1.42,24.5,0.8,0.0,0.0,0.0,11.0,0.0,0.82,0.0,27.9,3980.0,16.9,0.76,6.67
"Foie, dinde, cuit","viandes, œufs, poissons et assimilés",viandes cuites,abats,182.0,8.18,2.3,2.17,1.04,27.0,0.0,0.0,0.0,0.0,19.0,0.0,0.15,0.0,22.6,10800.0,28.2,0.88,4.35
"Langue, veau, cuite","viandes, œufs, poissons et assimilés",viandes cuites,abats,237.0,17.0,4.83,0.63,6.86,21.0,0.0,0.0,0.0,0.0,9.0,0.0,1.1,0.0,6.0,0.0,6.8,0.16,1.1
"Langue, boeuf, cuite","viandes, œufs, poissons et assimilés",viandes cuites,abats,235.0,15.6,6.05,1.05,5.39,23.7,0.0,0.0,0.0,0.0,14.5,0.4,0.3,1.2,1.3,0.0,6.62,0.12,1.07
"Ris, agneau, cuit","viandes, œufs, poissons et assimilés",viandes cuites,abats,227.0,15.1,6.84,0.74,5.45,22.8,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,20.0,0.0,5.54,0.05,0.85
"Ris, veau, braisé ou sauté/poêlé","viandes, œufs, poissons et assimilés",viandes cuites,abats,136.0,5.8,1.65,0.39,2.3,21.0,0.0,0.0,0.0,0.0,4.0,0.0,0.09,0.0,39.4,0.0,4.9,0.08,1.77
"Rognon, cuit (aliment moyen)","viandes, œufs, poissons et assimilés",viandes cuites,abats,161.0,6.31,1.61,0.72,1.36,26.1,0.0,0.0,0.0,0.0,17.1,0.44,0.57,0.0,0.0,111.0,31.2,0.55,3.51
"Rognon, boeuf, cuit","viandes, œufs, poissons et assimilés",viandes cuites,abats,171.0,7.0,1.29,0.0,0.0,27.0,0.0,0.0,0.0,0.0,19.0,1.1,0.08,0.0,0.0,0.0,26.0,0.66,2.34
"Rognon, porc, cuit","viandes, œufs, poissons et assimilés",viandes cuites,abats,144.0,4.7,1.51,0.38,1.55,25.4,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,10.6,78.0,7.79,0.46,2.87
"Rognon, agneau, braisé","viandes, œufs, poissons et assimilés",viandes cuites,abats,127.0,3.62,1.23,0.67,0.77,23.7,0.0,0.0,0.0,0.0,18.0,0.0,0.41,0.0,12.0,137.0,78.9,0.12,2.04
"Rognon, veau, braisé ou sauté/poêlé","viandes, œufs, poissons et assimilés",viandes cuites,abats,167.0,7.0,2.14,0.94,1.36,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,260.0,42.0,0.55,5.6
"Abat, cuit (aliment moyen)","viandes, œufs, poissons et assimilés",viandes cuites,abats,162.0,6.24,2.13,0.82,1.64,25.1,1.36,0.026,0.0,0.12,9.73,0.77,0.39,1.4,10.3,3450.0,21.4,0.52,2.89
"Gésier, canard, confit, appertisé","viandes, œufs, poissons et assimilés",viandes cuites,abats,149.0,2.1,0.7,0.31,0.55,32.4,0.0,0.2,0.1,1.0,8.5,0.5,0.12,0.0,1.0,2.0,6.8,0.12,0.3
"Boeuf, côte, crue","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,251.0,19.6,0.0,0.0,0.0,18.7,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.4,0.42,0.0
"Boeuf, épaule, crue","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,168.0,9.64,4.02,0.51,4.62,20.4,0.0,0.0,0.0,0.0,7.38,0.55,0.32,1.5,0.0,8.67,1.84,0.5,0.77
"Boeuf, basse-côte, crue","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,201.0,13.2,5.94,0.27,5.11,19.0,1.45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0
"Boeuf, gîte à la noix, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,148.0,7.05,2.72,0.32,3.67,21.3,0.0,0.0,0.0,0.0,10.3,0.4,0.29,1.4,0.0,3.0,1.45,0.56,0.75
"Boeuf, entrecôte, crue","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,231.0,17.1,8.07,0.48,6.36,19.4,0.0,0.0,0.0,0.0,5.44,0.45,0.66,1.5,0.0,14.5,1.85,0.29,0.6
"Boeuf, rond de gîte, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,111.0,2.02,0.73,0.11,0.78,22.9,0.38,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
"Boeuf, faux-filet, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,152.0,6.74,0.0,0.0,0.0,22.3,0.6,0.0,0.0,0.0,9.28,0.55,0.37,1.4,0.0,19.0,1.19,0.48,0.73
"Boeuf, filet, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,132.0,4.95,2.06,0.22,1.9,21.6,0.22,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0
"Boeuf, plat de côtes, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,287.0,23.7,10.6,0.6,9.57,18.4,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.57,0.25,0.24
"Boeuf, hampe, crue","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,154.0,8.63,3.91,0.46,2.96,19.0,0.0,0.0,0.0,0.0,6.0,0.1,0.15,1.5,0.0,4.0,4.61,0.29,1.13
"Boeuf, joue, crue","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,136.0,5.02,1.81,0.51,1.75,22.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24,0.15,0.0
"Boeuf, jarret, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,122.0,4.25,1.22,0.15,1.43,20.9,0.0,0.0,0.0,0.0,5.0,0.0,0.21,0.0,0.0,0.0,4.49,0.53,0.73
"Boeuf, tende de tranche, crue","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,116.0,2.34,0.8,0.19,0.82,23.1,0.57,0.0,0.0,0.0,7.93,0.4,0.23,1.5,0.0,3.0,1.16,0.51,0.63
"Boeuf, steak ou bifteck, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,223.0,16.2,6.75,0.59,7.31,19.2,0.0,0.0,0.0,0.0,6.0,0.6,0.48,0.0,0.0,15.0,2.18,0.42,0.52
"Boeuf, boule de macreuse, crue","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,118.0,3.36,1.23,0.25,1.21,21.8,0.0,0.0,0.0,0.0,4.95,0.0,0.13,0.0,0.0,0.0,1.89,0.44,0.0
"Boeuf, onglet, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,138.0,6.18,2.76,0.22,2.31,19.9,0.62,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0
"Boeuf, rumsteck, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,114.0,2.5,0.78,0.16,0.86,22.5,0.4,0.0,0.0,0.0,7.33,0.5,0.29,1.5,0.0,6.0,1.52,0.57,0.58
"Boeuf, bavette d'aloyau, crue","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,133.0,5.67,2.2,0.31,2.26,20.4,0.0,0.0,0.0,0.0,14.2,0.0,0.31,1.2,0.0,0.0,3.12,0.26,0.61
"Boeuf, à bourguignon ou pot-au-feu, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,164.0,7.5,2.7,0.25,2.64,24.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Boeuf, collier, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,198.0,12.7,5.41,0.36,5.6,20.1,0.78,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0
"Boeuf, steak haché 5% MG, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,130.0,4.59,1.64,0.3,1.86,21.9,0.3,0.0,0.0,0.0,7.0,0.25,0.2,0.3,0.0,4.0,2.12,0.34,0.64
"Boeuf, steak haché 10% MG, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,171.0,10.1,2.88,0.34,4.62,20.0,0.05,0.0,0.0,0.0,12.0,0.1,0.17,0.8,0.0,4.0,2.21,0.37,0.6
"Boeuf, steak haché 15% MG, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,209.0,14.1,5.71,0.55,6.06,20.2,0.47,0.0,0.0,0.0,9.33,0.35,0.26,1.3,1.0,9.5,1.9,0.2,0.51
"Boeuf, steak haché 20% MG, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,249.0,20.0,7.99,0.52,8.85,17.3,0.0,0.0,0.0,0.0,12.7,0.1,0.17,1.8,0.0,4.0,2.14,0.32,0.5
"Boeuf, paleron, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,144.0,6.54,2.59,0.35,2.61,21.2,0.0,0.0,0.0,0.0,7.45,0.1,0.2,1.5,0.0,3.0,2.77,0.27,0.86
"Boeuf, queue, crue","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,203.0,12.9,4.41,0.37,6.81,21.5,0.23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0
"Veau, côte, crue","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,189.0,12.9,4.84,0.93,5.54,18.3,0.0,0.0,0.0,0.0,11.5,0.0,0.21,0.0,0.0,0.0,2.82,0.2,1.13
"Veau, carré, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,145.0,7.25,3.18,0.38,2.08,19.5,0.4,0.0,0.0,0.0,15.3,0.0,0.27,4.6,0.0,0.0,1.37,0.44,1.26
"Veau, escalope, crue","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,108.0,2.6,0.6,0.95,0.83,20.7,0.58,0.0,0.0,0.0,10.0,0.0,0.15,0.0,0.0,0.0,2.0,0.44,0.85
"Veau, noix, crue","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,111.0,2.58,0.79,0.36,0.92,21.8,0.0,0.0,0.0,0.0,9.0,0.0,0.3,3.9,0.0,0.0,2.08,0.53,1.07
"Veau, filet, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,95.0,1.4,0.5,0.0,0.0,20.6,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Veau, steak haché 20% MG, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,243.0,19.5,8.5,0.0,0.0,16.7,0.4,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Veau, steak haché 15% MG, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,208.0,15.0,6.2,0.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Veau, poitrine, crue","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,176.0,11.2,3.1,0.0,0.0,18.7,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Veau, rôti, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,145.0,3.96,2.39,0.18,0.56,27.3,0.0,0.0,0.0,0.0,7.0,1.3,0.29,0.0,0.0,0.0,1.05,0.47,1.09
"Veau, épaule, crue","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,124.0,4.63,1.55,0.47,1.86,20.7,0.0,0.0,0.0,0.0,16.0,0.5,0.26,0.0,0.0,0.0,2.69,0.38,1.45
"Veau, pied, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,184.0,12.0,0.0,0.0,0.0,19.1,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,0.0
"Veau, jarret, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,118.0,3.66,1.11,0.37,1.56,21.3,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.3,0.3,0.0
"Veau, collier, cru","viandes, œufs, poissons et assimilés",viandes crues,bœuf et veau,133.0,5.92,1.99,0.52,2.53,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.21,0.0
"Porc, épaule, crue","viandes, œufs, poissons et assimilés",viandes crues,porc,178.0,11.2,4.41,1.29,5.51,18.9,0.38,0.0,0.0,0.0,10.7,1.25,0.15,0.0,0.7,3.5,0.49,0.42,0.73
"Porc, poitrine, crue","viandes, œufs, poissons et assimilés",viandes crues,porc,253.0,20.5,7.89,2.0,9.65,17.0,0.0,0.0,0.0,0.0,6.68,0.19,0.1,0.0,0.0,0.0,0.37,0.35,0.6
"Porc, longe, crue","viandes, œufs, poissons et assimilés",viandes crues,porc,175.0,9.89,3.51,1.07,5.21,20.8,0.75,0.0,0.0,0.0,8.99,0.53,0.16,0.0,0.6,2.0,0.59,0.42,0.66
"Porc, jarret, cru","viandes, œufs, poissons et assimilés",viandes crues,porc,187.0,12.0,3.94,2.41,5.07,19.9,0.0,0.0,0.0,0.0,12.0,0.5,0.31,0.0,0.0,6.0,0.54,0.48,0.59
"Porc, côte, crue","viandes, œufs, poissons et assimilés",viandes crues,porc,164.0,9.3,3.75,1.01,4.3,19.8,0.38,0.0,0.0,0.0,7.05,0.6,0.13,0.0,0.0,3.0,0.35,0.41,0.81
"Porc, rouelle de jambon, crue","viandes, œufs, poissons et assimilés",viandes crues,porc,149.0,7.56,2.51,1.53,3.16,20.2,0.0,0.0,0.0,0.0,12.0,0.5,0.2,0.0,0.0,5.0,0.4,0.51,0.63
"Porc, carré, cru","viandes, œufs, poissons et assimilés",viandes crues,porc,146.0,5.94,2.4,0.59,2.92,22.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.59,0.0
"Porc, filet, maigre, cru","viandes, œufs, poissons et assimilés",viandes crues,porc,117.0,3.6,1.43,0.4,1.56,21.2,0.0,0.0,0.0,0.0,6.38,0.36,0.16,0.0,0.0,0.0,0.58,0.58,0.81
"Porc, filet mignon, cru","viandes, œufs, poissons et assimilés",viandes crues,porc,123.0,4.09,1.69,0.52,1.72,21.2,0.4,0.0,0.0,0.0,8.99,0.3,0.22,0.0,0.0,0.0,0.31,0.5,0.84
"Porc, rôti, cru","viandes, œufs, poissons et assimilés",viandes crues,porc,153.0,6.86,2.84,0.57,2.83,22.3,0.5,0.0,0.0,0.0,6.51,0.7,0.08,0.2,0.0,0.0,0.31,0.67,0.0
"Porc, échine, crue","viandes, œufs, poissons et assimilés",viandes crues,porc,198.0,14.0,5.4,0.0,0.0,18.0,0.1,0.0,0.0,0.0,5.0,0.24,0.0,0.0,0.0,9.0,0.56,0.0,0.0
"Porc, travers, cru","viandes, œufs, poissons et assimilés",viandes crues,porc,237.0,18.0,7.16,1.75,8.27,18.0,0.6,0.0,0.0,0.0,8.49,2.3,0.24,0.0,0.0,0.0,0.38,0.37,0.64
