name,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,calories,total_fat,saturated_fat,polyunsaturated_fatty_acids,monounsaturated_fatty_acids,protein,carbohydrate,sugars,lactose,fiber,calcium,vitamin_d,vitamin_e,vitamin_k,vitamin_c,vitamin_a,vitamin_b12,vitamin_b6,vitamin_b5
"Petits pois, surgelés, crus","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.44,0.11,0.28,0.041,5.86,8.77,3.87,0.0,6.45,27.3,0.0,0.025,49.0,20.8,0.0,0.0,0.08,0.43
"Poivron vert, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,26.0,0.5,0.01,0.01,0.01,0.81,3.43,3.0,0.2,3.2,6.2,0.0,0.28,0.8,26.9,0.0,0.0,0.21,0.11
"Poivron rouge, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,36.6,0.5,0.01,0.01,0.01,1.06,5.98,4.8,0.2,3.2,4.8,0.0,3.45,3.16,121.0,0.0,0.0,0.31,0.18
"Radis noir, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,29.2,0.3,0.01,0.01,0.01,0.94,5.52,4.3,0.2,1.2,39.0,0.0,0.08,0.8,9.58,0.0,0.0,0.077,0.14
"Scarole, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.2,0.048,0.088,0.004,1.25,0.3,0.23,0.0,3.1,52.0,0.0,0.0,0.0,6.5,0.0,0.0,0.02,0.9
"Betterave rouge, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.24,0.038,0.094,0.029,1.74,9.1,6.76,0.0,2.55,22.1,0.0,0.06,0.2,6.45,0.0,0.0,0.059,0.15
"Échalote, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,63.6,0.5,0.01,0.01,0.01,1.81,12.2,3.3,0.2,2.6,9.5,0.0,0.08,0.8,8.0,0.0,0.0,0.1,0.19
"Mâche, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,16.8,0.5,0.01,0.01,0.01,2.0,0.5,0.0,0.2,2.3,41.0,0.0,0.22,48.9,2.38,0.0,0.0,0.096,0.25
"Légumes, mélange surgelé, crus","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,65.1,2.65,0.62,0.24,0.031,2.26,5.71,2.18,0.0,4.7,33.0,0.0,0.0,0.0,13.7,0.0,0.08,0.096,0.16
"Champignon, chanterelle ou girolle, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,33.1,0.78,0.5,0.0,0.0,2.28,2.3,1.87,0.0,4.23,8.33,5.3,0.06,0.0,5.5,0.0,0.0,0.042,1.08
"Champignon, morille, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,24.5,0.54,0.16,0.24,0.029,3.16,0.1,0.044,0.0,3.35,43.0,5.1,0.05,0.0,5.0,0.0,0.0,0.14,0.44
"Champignon, truffe noire, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.51,0.11,0.27,0.0,5.77,0.0,0.7,0.0,8.5,24.0,0.0,0.12,0.0,1.0,0.0,0.0,0.18,0.0
"Maïs doux, en épis, surgelé, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,1.19,0.19,0.58,0.34,3.36,17.0,3.78,0.0,2.65,4.18,0.0,0.37,0.35,6.9,0.0,0.0,0.18,0.39
"Oseille, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.65,0.1,0.26,0.04,1.84,1.6,1.54,0.0,1.8,44.0,0.0,0.0,0.0,48.0,0.0,0.0,0.12,0.041
"Champignon, pleurote, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,25.5,0.36,0.062,0.12,0.031,3.06,1.5,0.71,0.0,2.4,5.0,0.7,0.0,0.0,4.0,0.0,0.0,0.11,1.29
"Chou blanc, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,36.5,0.6,0.27,0.1,0.17,1.38,4.63,4.2,0.2,3.5,59.0,0.0,0.08,9.6,8.88,0.0,0.0,0.17,0.18
"Tomate verte, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.2,0.028,0.081,0.03,1.2,4.0,4.0,0.0,1.1,13.0,0.0,0.38,10.1,23.4,0.0,0.0,0.081,0.5
"Batavia, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,17.9,0.5,0.01,0.01,0.01,1.25,1.78,1.1,0.2,2.1,26.0,0.0,0.08,20.6,4.38,0.0,0.0,0.051,0.079
"Haricot de Lima, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,105.0,0.86,0.2,0.42,0.05,6.84,15.3,1.48,0.0,4.9,34.0,0.0,0.32,5.6,23.4,0.0,0.0,0.2,0.25
"Courge musquée, pulpe, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.1,0.0,0.0,0.0,0.55,4.6,0.0,0.0,1.0,18.3,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0
"Potimarron, pulpe, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.1,0.027,0.051,0.002,0.63,3.1,0.0,0.0,1.1,18.5,0.0,0.1,0.0,5.0,0.0,0.0,0.05,0.4
"Courge hokkaïdo, pulpe, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.6,0.0,0.0,0.0,1.4,9.98,0.0,0.0,2.6,24.7,0.0,0.0,0.0,13.9,0.0,0.0,0.0,0.0
"Courge melonnette, pulpe, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.13,0.0,0.0,0.0,0.75,5.98,0.0,0.0,1.35,18.3,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0
"Courge doubeurre (butternut), pulpe, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.1,0.021,0.042,0.007,1.0,5.4,2.2,0.0,2.0,48.0,0.0,1.44,1.1,21.0,0.0,0.0,0.15,0.4
"Courge, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.17,0.037,0.077,0.013,1.1,1.6,1.6,0.0,1.3,28.5,0.0,0.12,1.1,14.7,0.0,0.0,0.13,0.17
"Courge spaghetti, pulpe, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.57,0.12,0.24,0.042,0.64,5.41,2.76,0.0,1.5,23.0,0.0,0.13,0.9,2.1,0.0,0.0,0.1,0.36
"Piment, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.32,0.031,0.17,0.018,1.87,7.7,5.3,0.0,1.65,14.0,0.0,0.69,14.0,155.0,0.0,0.0,0.39,0.13
"Champignon, oronge vraie, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,23.2,0.3,0.07,0.17,0.0,2.0,2.45,1.0,0.0,1.7,17.0,2.1,0.12,0.0,3.0,0.0,0.0,0.18,0.0
"Champignon, cèpe, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,31.6,0.43,0.071,0.27,0.0,3.13,3.03,1.7,0.0,1.93,23.0,3.1,0.04,0.0,3.0,0.0,0.0,0.18,2.7
"Champignon, rosé des prés, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,25.3,0.4,0.1,0.22,0.01,2.3,2.45,1.0,0.0,1.7,10.0,0.0,0.12,0.0,4.0,0.0,0.0,0.18,0.0
"Chicorée rouge, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.1,0.02,0.05,0.0,1.4,1.6,1.6,0.0,3.0,36.0,0.0,0.57,0.0,10.0,0.0,0.0,0.07,0.0
"Chicorée verte, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.5,0.12,0.22,0.01,1.9,0.5,0.5,0.0,1.0,82.5,0.0,0.57,0.0,46.0,0.0,0.0,0.02,0.0
"Citrouille, pulpe, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.1,0.052,0.005,0.013,1.0,6.0,2.76,0.0,0.5,21.0,0.0,1.06,1.1,9.0,0.0,0.0,0.061,0.3
"Chou chinois ou pak-choi ou pé-tsai, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.2,0.031,0.09,0.017,1.38,1.65,1.18,0.0,1.05,86.4,0.0,0.11,45.5,40.3,0.0,0.0,0.19,0.092
"Poivron jaune, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,30.7,0.3,0.11,0.07,0.11,0.94,4.73,4.3,0.2,1.2,8.6,0.0,1.76,1.18,121.0,0.0,0.0,0.079,0.14
"Laitue romaine, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.3,0.04,0.16,0.012,1.24,1.2,1.19,0.0,2.1,33.0,0.0,0.13,103.0,14.0,0.0,0.0,0.074,0.14
"Tomate cerise, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,33.7,0.5,0.01,0.01,0.01,1.31,5.62,4.8,0.2,1.2,6.6,0.0,0.4,2.83,21.8,0.0,0.0,0.096,0.079
"Pois mange-tout ou pois gourmand, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.27,0.039,0.089,0.021,3.08,6.2,4.0,0.0,2.63,40.7,0.0,0.39,25.0,60.0,0.0,0.0,0.16,0.75
"Panais, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,58.3,0.4,0.063,0.17,0.07,1.54,10.1,4.8,0.0,4.7,45.5,0.0,1.9,22.5,11.5,0.0,0.0,0.1,0.6
"Haricot mungo germé ou pousse de ""soja"", cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.5,0.0002,0.0002,0.0002,2.57,3.4,3.4,0.0,1.7,16.0,0.5,0.095,2.1,4.13,0.0,0.0,0.06,0.17
"Tomate côtelée ou coeur de boeuf, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,19.8,0.5,0.01,0.01,0.01,0.5,3.23,2.8,0.2,0.9,7.2,0.0,0.36,0.82,11.7,0.0,0.0,0.057,0.06
"Haricot beurre, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.16,0.026,0.059,0.005,1.85,5.6,0.0,0.0,2.45,41.0,0.0,0.45,0.0,18.7,0.0,0.0,0.087,0.072
"Salsifis noir, ou scorsonère d'Espagne, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.3,0.1,0.0,0.0,3.13,15.3,0.0,0.0,3.3,24.1,0.0,0.8,0.0,3.0,0.0,0.0,0.07,0.0
"Bambou, pousse, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,35.1,0.2,0.053,0.1,0.0053,2.52,5.08,3.0,0.0,1.45,15.5,0.0,1.0,0.0,7.5,0.0,0.0,0.24,0.16
"Cresson alénois, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.6,0.047,0.26,0.14,2.55,2.2,2.2,0.0,1.35,75.5,0.0,2.15,542.0,52.0,0.0,0.0,0.27,0.27
"Laitue iceberg, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.18,0.023,0.088,0.0063,1.01,2.45,1.48,0.0,1.15,17.4,0.0,0.22,56.4,4.72,0.0,0.0,0.048,0.11
"Rutabaga, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.13,0.023,0.068,0.02,1.17,5.7,4.46,0.0,2.6,45.2,0.0,0.3,0.3,33.0,0.0,0.0,0.11,0.14
"Haricot beurre, surgelé, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.17,0.047,0.11,0.008,2.0,4.9,2.5,0.0,2.33,51.0,0.0,0.0,0.0,16.0,0.0,0.0,0.042,0.085
"Brocoli, surgelé, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.44,0.097,0.2,0.013,2.79,1.56,1.24,0.0,2.77,48.5,0.0,1.29,101.0,62.3,0.0,0.0,0.18,0.24
"Chou de Bruxelles, surgelé, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.33,0.062,0.18,0.016,3.43,4.5,2.35,0.0,4.28,34.0,0.0,0.34,250.0,77.5,0.0,0.0,0.19,0.35
"Carotte, surgelée, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.27,0.067,0.19,0.01,0.63,4.99,4.73,0.0,2.76,34.9,0.0,0.57,17.6,4.32,0.0,0.0,0.095,0.19
"Concombre, pulpe, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,14.7,0.5,0.01,0.01,0.01,0.56,2.23,1.8,0.2,0.8,16.0,0.0,0.08,2.75,3.52,0.0,0.0,0.042,0.15
"Petits pois et carottes, surgelés, crus","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.37,0.097,0.17,0.03,3.89,7.1,3.43,0.0,4.3,29.5,0.0,0.0,0.0,13.6,0.0,0.0,0.1,0.2
"Roquette, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.66,0.086,0.32,0.049,2.58,2.1,2.05,0.0,1.6,160.0,0.0,0.43,109.0,15.0,0.0,0.0,0.073,0.44
"Chou frisé, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,1.07,0.12,0.54,0.043,4.33,4.2,2.26,0.0,4.9,185.0,0.0,3.47,477.0,145.0,0.0,0.0,0.31,0.55
"Champignon de Paris ou champignon de couche, surgelé, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,15.9,0.25,0.1,0.0,0.0,1.8,0.83,0.25,0.0,1.97,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
"Courgette, pulpe et peau, surgelée, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.14,0.027,0.056,0.01,1.19,2.18,1.56,0.0,1.48,20.0,0.0,0.12,4.2,9.32,0.0,0.0,0.05,0.3
"Crosne, surgelé, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.0,0.0,0.0,0.0,1.4,8.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Artichaut, fond, surgelé, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.43,0.1,0.0,0.0,2.08,8.09,1.89,0.0,7.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Maïs doux, surgelé, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.78,0.12,0.37,0.23,3.28,19.8,3.78,0.0,2.8,4.0,0.0,0.09,0.4,7.2,0.0,0.0,0.18,0.29
"Navet, surgelé, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.18,0.017,0.085,0.01,0.82,2.0,1.9,0.0,1.85,23.0,0.0,0.0,0.0,4.4,0.0,0.0,0.048,0.11
"Oignon, surgelé, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.12,0.017,0.031,0.009,1.0,5.39,4.59,0.0,2.65,26.5,0.0,0.045,0.4,5.65,0.0,0.0,0.084,0.1
"Poireau, surgelé, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,26.7,0.29,0.25,0.0,0.0,1.42,3.35,2.95,0.0,2.55,63.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
"Salsifis, surgelé, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.15,0.0,0.0,0.0,2.65,4.15,2.5,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Oignon rouge, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,36.3,0.4,0.14,0.07,0.13,1.31,5.63,5.2,0.2,2.5,22.0,0.0,0.12,0.8,4.09,0.0,0.0,0.049,0.15
"Oignon jaune, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,37.8,0.5,0.01,0.01,0.01,1.19,6.39,0.2,0.2,2.6,13.0,0.0,0.08,0.8,2.08,0.0,0.0,0.064,0.14
"Légumes pour potages, surgelés, crus","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,34.1,0.44,0.11,0.1,0.1,1.44,4.69,2.5,0.2,2.86,37.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
"Julienne ou brunoise de légumes, surgelée, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.25,0.1,0.0,0.0,1.19,4.08,3.13,0.0,2.28,43.5,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
"Légumes pour ratatouille, surgelés","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.089,0.0,0.0,0.0,1.01,3.23,2.88,0.3,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Printanière de légumes, surgelée, crue (haricots verts, carottes, pomme de terre, petits pois, oignons)","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.078,0.0,0.0,0.0,2.4,8.48,2.62,0.0,3.62,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
"Haricot plat, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.12,0.0,0.0,0.0,1.93,4.47,1.3,0.0,2.97,60.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
"Épinard, jeunes pousses pour salades, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,18.3,0.4,0.09,0.21,0.06,2.06,0.85,0.0,0.2,2.4,110.0,0.25,0.56,75.5,6.04,0.0,0.0,0.15,0.2
"Mesclun ou salade, mélange de jeunes pousses","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.0,0.0,0.0,0.0,2.0,2.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tomate ronde, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,20.3,0.5,0.01,0.01,0.01,0.5,3.59,2.8,0.2,1.0,6.8,0.0,0.38,1.13,16.3,0.0,0.0,0.07,0.061
"Asperge, verte, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.27,0.069,0.16,0.007,2.46,2.03,1.5,0.0,2.15,22.4,0.0,0.0,0.0,15.5,0.0,0.0,0.15,0.0
"Chou romanesco ou brocoli à pomme, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.4,0.047,0.13,0.028,2.93,2.2,2.2,0.0,2.35,34.5,0.0,0.04,20.2,70.6,0.0,0.0,0.22,0.7
"Asperge, blanche ou violette, pelée, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.3,0.07,0.17,0.006,2.5,2.5,0.0,0.0,1.8,16.6,0.0,0.0,0.0,18.0,0.0,0.0,0.072,0.0
"Salicorne (Salicornia sp.), fraîche","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.24,0.0,0.0,0.0,0.67,1.1,0.0,0.0,2.46,34.3,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0
"Salade sucrine, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,17.9,0.3,0.01,0.01,0.01,1.13,2.58,1.78,0.1,0.8,23.0,0.0,0.11,9.88,2.32,0.0,0.0,0.068,0.17
"Salade feuille de chêne, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,14.3,0.5,0.01,0.01,0.01,1.13,1.03,0.6,0.2,1.8,33.0,0.0,0.08,34.8,2.16,0.0,0.0,0.069,0.11
"Légumes pour couscous, surgelés, crus","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,46.5,0.7,0.1,0.0,0.0,2.05,6.75,3.05,0.0,2.53,35.6,0.0,0.0,0.0,27.4,0.0,0.0,0.0,0.0
"Tomate grappe, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,20.1,0.5,0.01,0.01,0.01,0.5,3.03,2.6,0.2,1.5,6.6,0.0,0.45,0.97,18.2,0.0,0.0,0.07,0.06
"Salade verte, crue, sans assaisonnement","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.1,0.028,0.037,0.0035,1.01,1.5,0.83,0.0,1.3,35.3,0.5,0.17,0.0,1.95,0.0,0.0,0.052,0.16
"Banane plantain, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.39,0.14,0.069,0.032,1.28,29.6,0.0,0.0,2.3,3.0,0.0,0.14,0.7,18.4,0.0,0.0,0.3,0.26
"Chayote ou christophine ou chouchou, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,0.0,0.48,0.086,0.0,0.0,0.62,2.29,0.0,0.0,2.8,13.0,0.0,0.0,0.0,8.0,0.0,0.0,0.12,0.41
"Artichaut, cuit","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,0.0,0.28,0.069,0.14,0.011,2.53,0.99,0.99,0.0,8.3,42.9,0.0,0.19,14.8,9.1,0.0,0.0,0.081,0.24
"Asperge, bouillie/cuite à l'eau","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,0.0,0.32,0.072,0.15,0.013,2.68,0.81,0.81,0.0,1.8,19.9,0.0,1.35,65.3,16.1,0.0,0.0,0.05,0.19
"Aubergine, cuite","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,0.0,0.28,0.052,0.12,0.07,1.33,4.17,3.41,0.0,4.3,20.1,0.0,0.41,2.9,1.3,0.0,0.0,0.086,0.075
"Betterave rouge, cuite","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,42.8,0.4,0.15,0.07,0.13,1.44,7.13,6.7,0.2,2.5,24.0,0.0,0.08,0.8,0.5,0.0,0.0,0.031,0.14
"Bette ou blette, cuite","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,14.7,0.5,0.01,0.01,0.01,0.7,1.23,0.8,0.2,2.5,56.0,0.25,0.41,327.0,0.5,0.0,0.0,0.024,0.17
"Brocoli, cuit","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,0.0,0.78,0.2,0.18,0.042,2.1,1.1,1.1,0.5,1.5,43.3,0.0,0.9,141.0,23.9,0.0,0.0,0.05,0.22
"Carotte, appertisée, égouttée","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,21.9,0.2,0.057,0.092,0.009,0.67,3.4,2.49,0.0,1.75,25.0,0.0,0.74,9.8,2.7,0.0,0.0,0.11,0.14
"Carotte, cuite","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,18.9,0.1,0.019,0.057,0.0038,0.55,2.6,1.3,0.5,2.8,31.5,0.0,0.56,13.7,1.0,0.0,0.0,0.05,0.1
"Champignon, tout type, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,24.9,0.29,0.038,0.11,0.005,1.87,2.56,2.19,0.0,2.4,18.9,0.2,0.01,0.0,0.0,0.0,0.0,0.061,0.81
"Chou de Bruxelles, cuit","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,0.0,0.11,0.023,0.057,0.0085,2.6,4.2,1.7,0.5,3.2,36.2,0.0,0.43,140.0,56.4,0.0,0.0,0.06,0.27
"Chou vert, cuit","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,0.0,0.45,0.14,0.033,0.013,1.03,3.04,2.79,0.0,2.4,69.7,0.0,0.14,109.0,27.3,0.0,0.0,0.13,0.17
"Chou-fleur, cuit","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,20.9,0.46,0.097,0.22,0.032,1.6,1.6,1.59,0.5,2.0,19.2,0.0,0.07,13.8,9.7,0.0,0.0,0.05,0.23
"Coeur de palmier, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,0.0,0.5,0.13,0.2,0.1,2.45,4.03,1.5,0.0,2.32,58.0,0.0,0.0,0.0,7.9,0.0,0.0,0.022,0.13
"Courgette, pulpe et peau, cuite","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,15.5,0.36,0.1,0.15,0.029,0.93,1.4,1.39,0.5,1.5,19.3,0.0,0.12,4.2,2.9,0.0,0.0,0.05,0.05
"Céleri branche, cuit","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,0.0,0.16,0.04,0.075,0.03,0.83,1.2,1.2,0.0,1.6,53.3,0.0,0.35,37.8,6.1,0.0,0.0,0.086,0.32
"Céleri-rave, cuit","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,0.0,0.86,0.0,0.0,0.0,1.3,4.6,2.8,0.5,2.6,52.4,0.0,0.22,0.0,2.7,0.0,0.0,0.07,0.41
"Épinard, cuit","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,0.0,0.14,0.043,0.065,0.0036,3.2,0.5,0.47,0.5,2.7,140.0,0.0,2.4,494.0,2.1,0.0,0.0,0.06,0.05
"Haricot mungo germé ou pousse de ""soja"", appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,0.0,0.12,0.058,0.02,0.008,1.56,2.36,1.78,0.0,1.63,13.4,0.0,0.065,13.4,0.65,0.0,0.0,0.031,0.14
"Haricot vert, cuit","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,29.4,0.17,0.042,0.087,0.0072,2.0,3.0,1.0,0.5,4.0,55.3,0.0,0.45,16.0,5.0,0.0,0.0,0.05,0.05
"Navet, cuit","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,0.0,0.2,0.008,0.042,0.005,0.9,3.8,2.9,0.5,2.2,37.3,0.0,0.02,0.1,5.6,0.0,0.0,0.06,0.21
"Oignon, cuit","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,0.0,0.2,0.024,0.056,0.02,1.3,6.2,4.0,0.5,1.4,29.2,0.0,0.015,0.4,2.1,0.0,0.0,0.09,0.13
"Petits pois, appertisés, égouttés","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,81.5,0.8,0.15,0.41,0.066,5.12,10.7,3.59,0.0,5.75,20.6,0.0,0.21,53.4,6.9,0.0,0.0,0.053,0.2
"Petits pois, cuits","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,0.0,0.87,0.21,0.1,0.019,5.8,4.7,1.8,0.5,5.8,32.7,0.0,0.1,25.9,1.8,0.0,0.0,0.05,0.05
"Poireau, cuit","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,0.0,0.2,0.027,0.11,0.003,1.1,3.0,2.11,0.5,3.2,25.6,0.0,0.5,25.4,1.3,0.0,0.0,0.06,0.05
"Potiron, appertisé, égoutté","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,0.0,0.28,0.15,0.015,0.037,1.1,5.19,3.3,0.0,2.9,26.0,0.0,1.06,16.0,4.2,0.0,0.0,0.056,0.4
"Salsifis, cuit","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,0.0,0.17,0.041,0.074,0.003,2.73,12.3,2.9,0.0,3.1,47.0,0.0,0.19,0.3,4.6,0.0,0.0,0.22,0.28
"Tomate, pelée, appertisée, égouttée","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,18.3,0.28,0.045,0.13,0.038,1.07,1.89,1.88,0.0,1.27,21.1,0.0,0.67,2.6,12.0,0.0,0.0,0.11,0.17
"Maïs doux, en épis, cuit","fruits, légumes, légumineuses et oléagineux",légumes,légumes cuits,0.0,1.5,0.2,0.6,0.37,3.41,18.6,4.54,0.0,2.4,3.0,0.0,0.09,0.4,5.5,0.0,0.0,0.14,0.79
